PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Percent_Below_Poverty_Line,Percent_Minority,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations
6250075,MILLFAIR HEIGHTS,Erie,Ground water,390,6,2.31817482,6.427478745,Private,175,Urban,3,0,3
6250077,GREENE TOWNSHIP WATER SYSTEM,Erie,Ground water,98,5,2.99537069,4.033897386,Local government,49,Rural,1,0,1
6250078,CRANESVILLE WATER DEPARTMENT,Erie,Ground water purchased,663,2,2.782179058,0.970581237,Local government,251,Urban,6,0,6
6250084,WOODHAVEN MOBILE HOME PARK,Erie,Surface water,340,4,3.573690636,5.005381614,Private,120,Rural,15,0,15
6250085,HOLLY ACRES MHP,Erie,Ground water,300,3,2.369891758,6.0473174,Private,141,Urban,12,0,12
6250086,NORTH EAST TOWNSHIP WATER,Erie,Surface water purchased,2684,2,5.840371552,5.559129329,Local government,1250,Rural,1,1,2
6250087,FAIRVIEW TWP WATER AUTHORITY,Erie,Surface water purchased,3532,2,3.374290739,4.837361447,Local government,1493,Urban,6,0,6
6250089,RAINBOW VALLEY MOBILE HOME,Erie,Ground water,450,4,6.080867243,2.115604437,Private,158,Rural,36,0,36
6250090,SUMMIT TOWNSHIP WATER AUTHORIT,Erie,Surface water purchased,12226,10,1.587183438,3.450777955,Local government,2162,Rural,13,0,13
6250092,WASHINGTON TWP WATER SYSTEM,Erie,Ground water,765,4,3.636342019,7.995105563,Local government,180,Rural,1,0,1
6250094,WATTSBURG BORO WTP,Erie,Ground water,378,4,2.173482321,4.043819474,Local government,165,Rural,42,0,42
6250097,FRELIGHS WHISPERING PINES MHP,Erie,Ground water,32,6,5.565204025,3.807168734,Private,25,Urban,6,0,6
6250804,DAVIS ESTATES,Erie,Ground water,50,3,4.849230078,5.927830401,Private,22,Urban,32,0,32
6270001,TIONESTA BOROUGH WATER SUPPLY,Forest,Ground water,610,5,4.450539307,3.43422954,Local government,279,Rural,1,0,1
6270002,WEST HICKORY WATER COMPANY,Forest,Ground water,450,5,4.695078442,0,Private,190,Rural,0,0,0
6270008,AQUA PA JENKS TWP WTP,Forest,Ground water,4320,8,4.606925006,73.07957849,Private,400,Rural,1,0,1
6330002,BROCKWAY BORO MUNICIPAL AUTH,Jefferson,Surface water,4384,13,3.852507177,2.351587273,Local government,1770,Rural,71,0,71
6330004,BROOKVILLE MUNICIPAL AUTH,Jefferson,Surface water,6220,6,5.344072374,3.342251647,Local government,2141,Urban,6,0,6
6330007,FALLS CREEK BORO MUN AUTH,Jefferson,Surface water,1440,5,3.427908406,0,Local government,609,Rural,48,4,52
6330008,KNOX TOWNSHIP MUNIC AUTHORITY,Jefferson,Ground water,300,3,1.616168876,4.887061146,Local government,100,Rural,7,0,7
6330010,PA AMERICAN WATER PUNXSY,Jefferson,Surface water,8800,7,4.302825983,2.494803926,Private,3613,Rural,1,0,1
6330011,REYNOLDSVILLE WATER AUTH,Jefferson,Surface water,2908,12,5.041556638,2.801027489,Local government,1283,Urban,3,0,3
6330012,SUMMERVILLE BORO MUN AUTH,Jefferson,Ground water,700,9,1.665800425,4.183341841,Local government,235,Rural,5,0,5
6330013,SYKESVILLE BOROUGH,Jefferson,Surface water purchased,1500,3,3.870877387,0,Local government,591,Rural,18,2,20
6330014,HENDERSON TOWNSHIP MUN AUTH,Jefferson,Ground water,354,4,3.630510396,0.508803835,Local government,117,Rural,13,0,13
6330840,ELDRED TWP MUNIC AUTH,Jefferson,Ground water,382,4,2.517562397,11.98896321,Local government,152,Rural,11,0,11
6370003,BESSEMER BOROUGH WATER DEPT,Lawrence,Ground water,1100,7,3.760628791,0,Local government,498,Rural,3,0,3
6370005,COUNTRYSIDE ESTATES MHP,Lawrence,Ground water,39,4,6.33389287,6.762563451,Private,51,Rural,40,0,40
6370011,PA AMER WATER CO ELLWOOD CTY,Lawrence,Surface water,17200,6,4.596131187,3.112821916,Private,5838,Rural,0,0,0
6370014,NEW CASTLE ESTATES,Lawrence,Ground water,80,4,3.045729205,1.266463643,Private,32,Rural,61,0,61
6370015,HYLAND MOBILE HOME PARK,Lawrence,Ground water,56,4,5.333593672,13.51081043,Private,28,Rural,28,0,28
6370016,MAJORS MOBILEHOME PARK,Lawrence,Ground water,44,6,3.708095339,0,Private,27,Rural,35,0,35
6370017,NORTH STAR VILLAGE,Lawrence,Ground water,60,5,1.990841708,3.62133164,Private,45,Rural,65,0,65
6370019,COUNTRY ROADS MHP,Lawrence,Ground water,60,4,3.561202126,0.127834255,Private,56,Rural,3,2,5
6370022,GREEN MEADOWS MHP,Lawrence,Ground water,23,3,4.151116821,1.194165147,Private,15,Rural,64,1,65
6370025,FREDERICKS MHP,Lawrence,Ground water,75,3,3.871328663,3.309117699,Private,41,Rural,72,0,72
6370026,SCOTTVIEW TERRACE MOBILE HOMES,Lawrence,Ground water,50,4,3.126276333,1.415655291,Private,17,Rural,14,0,14
6370032,BOROUGH OF WAMPUM WATER DEPT,Lawrence,Ground water,800,7,4.671228543,2.906993846,Local government,342,Rural,5,0,5
6370034,PA AMER WATER CO NEW CASTLE,Lawrence,Surface water,43640,3,5.786152776,8.699690283,Private,17555,Rural,0,0,0
6370035,NEW WILMINGTON BORO WATER DEPT,Lawrence,Surface water purchased,4500,2,1.819061121,5.632929115,Local government,672,Urban,0,0,0
6370041,HERITAGE HILLS MHP,Lawrence,Ground water,220,4,6.16048814,2.763766418,Private,125,Rural,29,0,29
6370042,VOLANT BOROUGH WATER DEPT,Lawrence,Ground water,112,4,2.696484953,0,Local government,70,Rural,1,0,1
6370047,WOODMERE ESTATES,Lawrence,Ground water,70,3,3.651352306,0.190140773,Private,30,Rural,9,1,10
6370048,VILLA MARIA COMMUNITY CENTER,Lawrence,Ground water,360,4,5.979367032,10.37477433,Private,7,Rural,4,1,5
6370049,EASTBROOK APARTMENTS,Lawrence,Ground water,71,4,3.776267914,0.461989483,Public/Private,4,Rural,2,0,2
6370054,MAHONING TOWNSHIP,Lawrence,Surface water purchased,1032,2,6.930063234,2.605136109,Local government,1,Rural,0,0,0
6370910,CEDAR ACRES MOBILE HOME PARK,Lawrence,Ground water,105,6,3.399032864,1.778165404,Private,42,Rural,180,0,180
6370958,CARRIAGE COURT PERSONAL CARE,Lawrence,Ground water,40,3,4.047062732,2.438982107,Private,1,Urban,3,0,3
6420006,CLERMONT WATER ASSOCIATION,McKean,Ground water,75,3,3.837187641,1.66483184,Private,50,Rural,34,0,34
6420010,AIKEN WATER COMPANY,McKean,Ground water,850,5,3.060727717,18.63514869,Private,210,Rural,64,1,65
6420011,LUDLOW WARNER SYSTEM,McKean,Ground water,76,5,5.764632707,0,Private,37,Rural,24,0,24
6420012,CROSBY WATER ASSOCIATION,McKean,Ground water,56,3,4.812054875,4.064012122,Private,46,Rural,112,1,113
6420014,BRADFORD CITY WATER AUTHORITY,McKean,Surface water,18000,6,5.8896313,7.916958361,Local government,6233,Rural,8,2,10
6420016,ELDRED BOROUGH WATER AUTH,McKean,Ground water,850,7,2.377223136,5.301523631,Local government,410,Rural,6,0,6
6420017,HAZEL HURST WATER COMPANY,McKean,Ground water,140,8,3.386862757,0,Private,76,Rural,15,0,15
6420018,AQUA PA MT JEWETT,McKean,Ground water,940,13,3.415703148,2.088257939,Private,482,Rural,2,0,2
6420019,PA AMERICAN WATER CO KANE,McKean,Surface water,5725,20,4.209741746,2.998265062,Private,2300,Rural,0,0,0
6420020,LEWIS RUN BOROUGH,McKean,Surface water purchased,892,9,4.357908566,30.81502607,Local government,290,Rural,2,0,2
6420021,PORT ALLEGANY WATER DEPARTMENT,McKean,Ground water,2591,10,3.538450994,2.968339909,Local government,1030,Rural,8,0,8
6420022,RIXFORD WATERWORKS ASSOCIATION,McKean,Ground water,234,3,1.995737653,3.534646306,Private,100,Rural,8,0,8
6420023,SMETHPORT BOROUGH,McKean,Ground water,2400,8,4.430382197,3.274958823,Local government,1015,Rural,10,0,10
6420028,SOUTHSIDE NORTHSIDE WATER ASSN,McKean,Ground water,72,4,5.589163346,0,Private,54,Rural,37,0,37
6430001,SCENIC MOBILE HOME PARK,Mercer,Ground water,70,3,4.34643444,4.631544009,Private,23,Rural,76,0,76
6430002,COUNTRY ESTATES,Mercer,Ground water,90,3,1.335468578,0,Private,28,Rural,19,1,20
6430003,SUNNYVIEW MOBILE HOME PARK,Mercer,Ground water,90,5,4.265602602,4.563541723,Private,50,Rural,41,0,41
6430010,JEFFERSON ESTATES MHP,Mercer,Ground water,65,4,1.736629607,0,Private,43,Rural,24,0,24
6430014,GLEN LAKE ESTATES,Mercer,Ground water,125,5,5.428449897,13.10185233,Private,40,Rural,19,0,19
6430019,ROUTE 322 MOBILE HOME PARK,Mercer,Ground water,43,4,1.066248966,6.254610496,Private,44,Rural,11,3,14
6430021,PENNWOOD ESTATES MHP,Mercer,Ground water,51,7,4.897756339,0.858166134,Private,35,Rural,71,0,71
6430024,ST PAUL HOMES,Mercer,Ground water,600,9,6.381291814,2.260393843,Public/Private,76,Rural,2,0,2
6430036,FREDONIA BORO,Mercer,Ground water,502,6,2.67341901,3.378396714,Local government,290,Rural,13,4,17
6430037,GREENVILLE MUNI WATER AUTH,Mercer,Surface water,8600,3,6.953218639,3.896666753,Local government,3175,Urban,13,0,13
6430039,GREENVILLE MHP,Mercer,Ground water,150,4,3.499473656,2.235347703,Private,73,Rural,135,0,135
6430040,GROVE CITY BORO WATER DEPT,Mercer,Ground water,8322,8,5.992683308,5.312633053,Local government,2969,Urban,4,0,4
6430041,LIBERTY ACRES MHP,Mercer,Ground water,47,3,2.942728892,4.718396045,Private,27,Urban,28,0,28
6430042,GRANDVIEW ACRES MHP,Mercer,Ground water,35,4,1.630986832,1.30783306,Private,31,Rural,1,0,1
6430043,JAMESTOWN BORO WATER AUTH,Mercer,Ground water,690,7,2.140959418,1.551171125,Local government,312,Rural,9,0,9
6430046,PINE GROVE MOBILE HOME PARK,Mercer,Ground water,247,8,1.403407446,8.123470961,Private,106,Rural,1,0,1
6430047,WILLOW BEND MHP,Mercer,Ground water,21,4,5.713098873,1.685709262,Private,27,Rural,21,2,23
6430049,BUHL COMMUNITY WATER COMPANY,Mercer,Ground water,2227,4,1.495084684,3.575706409,Private,81,Rural,15,0,15
6430052,SANDY LAKE BORO,Mercer,Ground water,1100,10,2.450578141,0,Local government,350,Rural,0,0,0
6430054,AQUA PA SHENANGO VALLEY WTP,Mercer,Surface water,48000,3,4.225280067,15.91699027,Private,16178,Urban,2,0,2
6430055,SHARPSVILLE BORO WATER CO,Mercer,Surface water purchased,5310,7,3.952475133,2.810357041,Local government,2022,Urban,0,0,0
6430056,STONEBORO WATER WORKS,Mercer,Ground water,1104,10,2.505785999,1.244410562,Local government,454,Rural,5,0,5
6430057,REYNOLDS WATER COMPANY,Mercer,Surface water,2370,4,5.489721826,6.13787515,Private,692,Urban,11,2,13
6430059,AQUA PA LAKE LATONKA WTP,Mercer,Ground water,1400,4,1.509963206,4.075562617,Private,575,Rural,0,1,1
6430061,PINE TWP WATER DISTR SYSTEM,Mercer,Ground water purchased,3082,2,5.365096941,7.103155644,Local government,537,Urban,1,0,1
6430062,FORREST BROOKE MHP,Mercer,Ground water,430,4,5.017034239,1.366644058,Private,277,Rural,7,0,7
6430063,COUNTRY CORNER RV PARK,Mercer,Ground water,50,4,1.978903929,5.194824198,Private,123,Rural,42,0,42
6430064,COUNTRY VILLAGE MOBILE ESTATES,Crawford,Ground water,97,4,4.243861813,1.073055543,Private,48,Rural,29,0,29
6430070,FARMA MOBILE HOME PARK,Mercer,Ground water,65,6,1.792935576,2.484873192,Private,41,Rural,14,0,14
6430072,HEMLOCK MHP,Mercer,Ground water,52,4,5.255027651,13.45975713,Private,20,Rural,16,0,16
6430073,GREYSTONE COUNTRY ESTATES,Mercer,Ground water,55,3,2.717661575,3.218096809,State government,4,Rural,12,0,12
6430075,REYNOLDS HOME CENTER MHP,Mercer,Surface water purchased,90,2,5.370520215,6.013132704,Private,43,Urban,5,3,8
6430077,SOUTH PYMATUNING,Mercer,Surface water purchased,788,3,3.076508717,0,Local government,322,Rural,2,0,2
6430079,LIBERTY TOWNSHIP,Mercer,Ground water purchased,50,2,3.113210596,3.417187326,Local government,31,Rural,0,0,0
6430999,LEESBURG WATER ASSOCIATION,Mercer,Ground water,150,4,0.679304806,0,Private,70,Rural,5,0,5
6530001,NORTHERN TIER CHILDRENS HOME,Potter,Ground water,45,3,2.759849622,3.835166768,Public/Private,3,Rural,412,0,412
6530005,AUSTIN BOROUGH,Potter,Groundwater under influence of surface water,700,14,3.34177505,5.229419686,Local government,261,Rural,43,0,43
6530006,ULYSSES MUNICIPAL AUTHORITY,Potter,Ground water,640,8,2.507238426,2.091927614,Local government,222,Rural,568,7,575
6530007,ROULETTE TWP WATER AUTHORITY,Potter,Ground water,1300,10,3.383336719,1.619681792,Private,451,Rural,197,0,197
6530009,COUDERSPORT BORO WATER SYSTEM,Potter,Ground water,3400,11,3.936006291,5.108916397,Local government,1037,Rural,36,0,36
6530010,GALETON BORO WATER AUTHORITY,Potter,Surface water,1200,8,3.547818676,3.09232269,Local government,598,Rural,43,0,43
6530013,SHINGLEHOUSE BORO WATER DEPT,Potter,Ground water,1250,8,3.498638447,3.891308252,Local government,547,Rural,48,0,48
6530015,CHARLES COLE MEMORIAL HOSPITAL,Potter,Ground water,60,5,3.905682165,5.647480931,Private,4,Rural,250,1,251
6610002,SUGAR CREEK STATION,Venango,Ground water,356,5,4.733875307,6.789095755,Public/Private,2,Rural,12,0,12
6610004,PINE VALLEY TRAILER PARK,Venango,Ground water,21,3,1.402186068,4.617749818,Private,19,Rural,20,1,21
6610009,BUCHOLZ MOBILE HOME PARK,Venango,Ground water,50,5,3.341540887,7.639615708,Private,23,Rural,11,0,11
6610010,POLK CENTER,Venango,Surface water,1058,7,1.819382205,6.836659144,State government,48,Rural,11,0,11
6610011,PLUMER WATER COMPANY,Venango,Ground water purchased,205,3,2.110290078,2.218953629,Private,59,Rural,0,0,0
6610014,VENANGO WATER CO,Venango,Ground water,550,15,5.369452346,3.625220085,Private,225,Rural,0,0,0
6610016,CLINTONVILLE BORO WTP,Venango,Ground water,695,4,2.470298202,6.055957044,Local government,197,Rural,13,4,17
6610017,COOPERSTOWN WATER COMPANY,Venango,Ground water,360,7,1.599835751,5.854432764,Private,128,Rural,0,0,0
6610019,AQUA PA EMLENTON,Venango,Surface water,915,3,2.756524267,7.352097482,Private,413,Rural,0,0,0
6610020,GENERAL AUTHORITY OF FRANKLIN,Venango,Ground water,8600,14,7.239532716,5.216306188,Local government,4328,Urban,4,2,6
6610023,OIL CITY,Venango,Ground water,12653,25,7.605197679,4.699675083,Local government,4451,Urban,0,1,1
6610025,PLEASANTVILLE BOROUGH WATER,Venango,Ground water purchased,892,3,3.119754396,4.446438161,Local government,588,Rural,2,0,2
6610028,ROUSEVILLE MUN WATERWORKS,Venango,Ground water,523,6,2.996402357,2.571614307,Local government,227,Rural,125,0,125
6610029,SUGARCREEK WATER CO,Venango,Ground water,205,3,5.015209828,6.398990814,Private,75,Rural,1,1,2
6610031,SENECA & CRANBERRY MALL DIST,Venango,Ground water,4400,9,4.007545983,2.164758436,Local government,1530,Rural,1,0,1
6610032,ROCKY RIDGE VILLAGE,Venango,Ground water,150,4,2.490116979,3.470235399,Private,60,Rural,18,0,18
6610033,D AND S ESTATES,Venango,Ground water,61,4,1.957751165,5.764074197,Private,40,Rural,8,1,9
6610035,CORNPLANTER TOWNSHIP,Venango,Ground water purchased,1835,7,4.370338939,3.204220371,Local government,747,Urban,1,0,1
6610036,BARKEYVILLE MUN AUTHORITY,Venango,Ground water,1600,5,3.030027463,9.118428087,Local government,99,Rural,13,0,13
6610038,COUNTRY ESTATES MHP,Venango,Ground water,90,4,2.856056716,3.12617728,Private,58,Rural,18,0,18
6610039,SAGE RUN DIST,Venango,Ground water purchased,196,2,6.536599821,2.083573225,Local government,80,Rural,0,0,0
6610040,WOODLAND HEIGHTS DIST,Venango,Ground water purchased,460,2,5.776608868,3.879540065,Local government,179,Urban,0,0,0
6610042,SANDYCREEK TWP WATERWORKS,Venango,Ground water purchased,2417,3,3.06273937,2.522112518,Local government,697,Rural,4,0,4
6610045,COUNTRY ACRES PERSONAL CARE,Venango,Ground water,38,5,2.499202523,2.905717922,Private,1,Rural,31,0,31
6610859,KENNERDELL NORTH WATER SYSTEM,Venango,Ground water,412,3,2.616568206,6.234193388,Private,134,Rural,2,0,2
6620005,VALLEY VIEW VILLAGE MHP,Warren,Ground water,75,6,3.742028563,4.632608974,Private,34,Rural,89,0,89
6620007,WEST SHEFFIELD WATER ASSN,Warren,Ground water,225,5,7.769719089,0,Private,85,Rural,5,2,7
6620019,WILDERNESS MHP,Warren,Ground water,200,5,3.327460691,1.493211501,Private,87,Rural,37,4,41
6620020,PA AMERICAN WATER CO WARREN,Warren,Ground water,14650,10,4.734495783,3.522483553,Private,5500,Urban,0,1,1
6620021,AQUA PA CLARENDON,Warren,Ground water,840,6,3.833827421,0,Private,350,Rural,0,0,0
6620028,NORTH WARREN MUNI AUTHORITY,Warren,Ground water,1626,5,3.732852066,3.817892447,Local government,745,Rural,4,0,4
6620029,PINE GROVE TWP WATER SYSTEM,Warren,Ground water,640,7,1.867006639,1.613861066,Local government,208,Urban,8,1,9
6620031,SHEFFIELD TWP MUNICIPAL AUTH,Warren,Ground water,1075,5,7.7676988,0,Local government,684,Rural,5,0,5
6620032,SOUTHWEST WARREN CO MUN AUTH,Warren,Surface water,1040,8,3.493135448,3.624297973,Local government,436,Rural,5,4,9
6620034,WARREN STATE HOSPITAL,Warren,Ground water,1300,13,3.717160821,3.694872119,State government,40,Rural,7,0,7
6620036,RIVERVIEW COMMUNITIES NORTH,Warren,Ground water,15,7,3.124670447,4.503223834,Private,15,Urban,3,0,3
6620038,PLEASANT VALLEY MHP,Warren,Ground water,210,7,3.674003832,3.017869534,Private,96,Urban,106,0,106
6620039,YOUNGSVILLE MUN WATERWORKS,Warren,Ground water,2007,7,3.684132644,3.101007728,Local government,782,Urban,2,0,2
6620043,CHANDLERS VALLEY MHP,Warren,Ground water,37,3,2.711640093,1.783318855,Private,20,Rural,66,0,66
6620371,MIRACLE MOUNTAIN RANCH,Warren,Ground water,75,5,3.598773573,2.101575539,Private,45,Rural,12,0,12
6620833,RIVERVIEW COMMUNITIES LP SOUTH,Warren,Ground water,100,3,3.191039652,4.528591156,Private,55,Rural,9,0,9
7010001,ARENDTSVILLE MUNI WATER SYS,Adams,Ground water,1200,10,2.77979685,13.34892936,Local government,326,Rural,5,0,5
7010002,BENDERSVILLE MUNI AUTH,Adams,Ground water,1039,9,3.137701973,15.93026051,Local government,239,Rural,6,0,6
7010003,EAST BERLIN AREA JOINT AUTH,Adams,Ground water,1750,16,2.260399746,0.028560482,Local government,751,Rural,4,0,4
7010005,FAIRFIELD MUNI AUTH,Adams,Ground water,2150,8,1.740002996,8.056376346,Local government,354,Rural,1,0,1
7010006,HILLSIDE REST HOME INC,Adams,Ground water,58,4,2.724753721,8.700512442,Private,1,Rural,16,0,16
7010007,THE VILLAGE OF LAUREL RUN,Adams,Ground water,250,4,3.185497314,4.834256744,Private,15,Rural,4,0,4
7010011,OAK VILLAGE,Adams,Ground water,225,4,4.161496786,9.386398282,Private,72,Rural,0,0,0
7010012,BONNEAUVILLE MUNI WATER AUTH,Adams,Ground water,2730,27,2.889657051,9.57717484,Local government,869,Urban,6,0,6
7010014,CASTLE HILL MHP,Adams,Ground water,120,6,4.178396001,12.39501513,Private,51,Rural,0,0,0
7010017,ANCHOR ESTATES,Adams,Ground water,300,5,4.233295041,15.38788065,Private,115,Urban,2,1,3
7010019,GETTYSBURG MUNI AUTH,Adams,Surface water,12425,27,5.173426057,18.15376876,Local government,4312,Rural,44,0,44
7010020,BIGLERVILLE WATER CO,Adams,Ground water,2501,10,3.74712912,17.26013903,Local government,535,Rural,0,0,0
7010021,HOFFMAN HOMES FOR YOUTHS INC,Adams,Ground water,270,4,1.173354623,4.316050642,Public/Private,20,Rural,0,0,0
7010022,LITTLESTOWN BORO,Adams,Ground water,7300,35,5.098144768,5.10486437,Local government,2296,Urban,2,0,2
7010023,NEW OXFORD MANOR MHP,Adams,Ground water,350,10,3.228226494,19.42480003,Private,102,Urban,5,6,11
7010025,NEW OXFORD MUNCI AUTH,Adams,Surface water,3963,6,3.853361549,20.95895398,Local government,1575,Urban,7,3,10
7010028,PANORAMA MHP,Adams,Ground water,75,4,3.42725759,12.63188967,Private,32,Rural,0,0,0
7010029,MOUNTAIN VIEW MHP,Adams,Ground water,180,5,2.088520514,0.373544965,Private,67,Rural,0,0,0
7010030,YORK SPRINGS MUNI WATER,Adams,Ground water,1095,7,2.010519137,11.62842077,Local government,360,Rural,1,0,1
7010032,FRANKLIN TWP MUNI AUTH,Adams,Ground water,441,6,2.111473378,8.333870196,Local government,126,Rural,27,0,27
7010033,CARROLL VALLEY WATER SYSTEM,Adams,Ground water,267,4,1.177655658,9.082951317,Private,98,Rural,2,0,2
7010034,POSSUM VALLEY MUNI AUTH,Adams,Groundwater under influence of surface water,550,11,3.096864101,20.18495364,Local government,150,Rural,5,0,5
7010035,PA AMER WATER CO LAKE HERITAGE,Adams,Ground water,1648,4,2.576410702,17.4068494,Private,821,Urban,0,0,0
7010036,LAKE MEADE MUNI AUTH,Adams,Ground water,3192,7,0.901142973,2.2797238,Local government,1101,Urban,2,0,2
7010038,WESTERN CUMBERLAND WATER SYS,Adams,Ground water,275,5,3.806207947,13.22005608,Private,185,Rural,0,0,0
7010039,CAVALRY HEIGHTS MHP,Adams,Ground water,80,4,3.04230171,14.59962343,Private,45,Urban,2,0,2
7010041,CHESAPEAKE ESTATES MHP,Adams,Ground water,437,10,3.541700543,18.94674351,Private,176,Rural,24,0,24
7010044,EASTERN CUMBERLAND WATER SYS,Adams,Ground water,150,4,4.444242911,14.66862601,Private,78,Urban,7,1,8
7010046,ROUND TOP MHP,Adams,Ground water,185,6,4.062228702,3.127643648,Private,320,Rural,3,1,4
7010048,TIMELESS TOWNS OF AMERICA INC,Adams,Ground water,760,10,3.218738336,0,Private,73,Rural,15,1,16
7010051,JIHRA MEADOWS,Adams,Ground water,79,4,2.726147778,3.47597096,Private,1,Urban,23,1,24
7010052,PINE RUN INC,Adams,Ground water,127,4,2.274629178,0.977491702,Private,74,Rural,7,0,7
7010053,WALNUT GROVE MHP,Adams,Ground water,425,3,3.226987539,21.20219585,Private,164,Rural,3,0,3
7010055,EAGLE VIEW MHP,Adams,Ground water,230,9,2.35025379,5.750063321,Private,115,Rural,1,0,1
7010056,ADAMS CNTY FAC CTR,Adams,Ground water,450,4,3.94272043,9.772373907,Public/Private,4,Rural,2,2,4
7010057,AQUA PA LINKS AT GETTYSBURG SY,Adams,Ground water,398,4,2.968205833,0,Private,159,Rural,1,0,1
7210001,CREEK VIEW MOBILE HOME COMMUN,Cumberland,Ground water,80,3,1.970146487,3.622787315,Private,47,Rural,59,0,59
7210002,CARLISLE WATER TRMT PLT,Cumberland,Surface water,30314,3,6.713853544,17.90934302,Local government,6648,Urban,6,0,6
7210003,HARMONY ESTATES MHP,Cumberland,Ground water,80,3,6.080566367,6.03141876,Private,30,Rural,38,3,41
7210010,US ARMY GARRISON,Cumberland,Surface water purchased,1700,4,4.839738878,13.74889258,Federal government,353,Urban,12,2,14
7210013,ROLLING HILLS ESTATES,Cumberland,Ground water,170,5,2.572498505,5.099214925,Private,89,Rural,0,0,0
7210022,HILLSIDE MHP,Cumberland,Ground water,54,3,5.587415243,6.843153335,Private,16,Rural,49,0,49
7210027,UNITED WATER PA GRANTHAM,Cumberland,Ground water,4860,4,13.0682195,10.25049918,Private,614,Urban,0,0,0
7210028,SUEZ MECHANICSBURG,Cumberland,Surface water,32336,6,2.878694719,8.249874271,Private,10255,Urban,0,0,0
7210029,PA AMERICAN WATER CO WEST,Cumberland,Surface water,93368,16,4.55846804,18.57896629,Public/Private,35006,Urban,1,0,1
7210034,WILLIAMS GROVE MHP,Cumberland,Ground water,179,3,1.614896644,4.844660872,Private,94,Urban,0,0,0
7210037,MT HOLLY SPRINGS BORO AUTH,Cumberland,Ground water,3261,4,2.409660656,6.402293498,Local government,1161,Urban,0,1,1
7210039,BIG SPRING TERRACE MHP,Cumberland,Ground water,439,4,3.081691594,9.625218708,Private,155,Rural,4,0,4
7210041,NEWVILLE BORO WATER AUTH,Cumberland,Groundwater under influence of surface water,2070,3,3.372631038,8.028664841,Local government,897,Rural,1,0,1
7210043,SHIPPENSBURG BORO WATER AUTH,Cumberland,Surface water,17800,17,4.885006961,8.091105456,Local government,6188,Rural,15,6,21
7210046,STATE CORRECTIONAL INST,Cumberland,Surface water,3910,7,0.000304061,61.93074382,State government,50,Urban,12,0,12
7210048,AQUA PA WHITE ROCK ACRES SYS,Cumberland,Ground water,890,5,1.768565072,4.126641098,Private,318,Rural,1,0,1
7210049,N MIDDLETON WATER AUTH,Cumberland,Surface water,9483,11,5.202647674,7.769839924,Local government,2921,Urban,4,4,8
7210050,SOUTH MIDDLETON TWP WATER AUTH,Cumberland,Ground water,10068,22,3.08227844,10.32253066,Local government,3777,Rural,63,0,63
7210053,SOUTHERN CUMBERLAND WATER ASSN,Cumberland,Ground water,400,5,2.583017691,9.835752719,Private,165,Rural,14,0,14
7210054,SUEZ CENTER SQUARE,Cumberland,Ground water,1556,6,2.353312525,5.097811089,Private,633,Urban,0,0,0
7210055,DICKINSON TWP  MUNIC  AUTH,Cumberland,Ground water purchased,250,4,3.55258283,7.996707814,Local government,14,Rural,1,0,1
7210056,BLUE MOUNTAIN HEIGHTS MHP,Cumberland,Ground water,162,9,2.260719535,4.572006302,Private,72,Rural,1,0,1
7210057,REGENCY WOODS MHP,Cumberland,Ground water,450,8,2.038419009,6.690609691,Private,155,Rural,5,2,7
7210059,MT VIEW TERRACE MHP,Cumberland,Ground water,179,4,1.859005891,3.491075508,Private,68,Rural,1,0,1
7210060,VIEW MOUNTAIN MHP,Cumberland,Ground water,80,5,3.730986819,17.78027579,Private,45,Urban,8,0,8
7210061,CONODOGUINET MOBILE EST,Cumberland,Ground water,265,5,2.761944754,5.914654571,Private,106,Rural,1,0,1
7210063,MIDDLESEX TWP MUNI AUTH,Cumberland,Ground water,3527,6,2.505961551,6.994864081,Local government,1008,Rural,32,0,32
7210065,COUNTRY VIEW EST,Cumberland,Ground water,270,4,1.868184353,1.753791184,Private,115,Rural,0,0,0
7210066,SOUTHAMPTON MANOR MHP,Cumberland,Ground water,160,3,4.448204367,12.3393893,Private,60,Urban,0,0,0
7210068,HODGES MHP,Cumberland,Ground water,110,10,5.452268005,16.39914111,Private,58,Rural,38,2,40
7220001,OAK KNOLL EST MHP,Dauphin,Ground water,350,7,2.947763706,0,Private,126,Rural,12,3,15
7220002,CEDAR MANOR MHP,Dauphin,Ground water,510,13,1.579521,0,Private,315,Urban,12,10,22
7220003,ELIZABETHVILLE AREA AUTH,Dauphin,Ground water,2700,8,2.958439498,5.319057741,Private,887,Rural,27,0,27
7220004,DEANN VILLAGE MHP,Dauphin,Ground water,135,6,2.94404401,3.648104445,Private,48,Rural,7,0,7
7220005,GRATZ BORO WATER REVENUE FUND,Dauphin,Ground water,738,5,3.745803151,3.125000374,Local government,267,Rural,20,0,20
7220007,ALEX ACRES MHP,Dauphin,Ground water,108,6,1.883384123,0,Private,58,Rural,1,2,3
7220009,HALIFAX VILLAGE,Dauphin,Ground water,272,7,3.075114508,1.088540319,Private,100,Rural,66,0,66
7220015,SUEZ WATER,Dauphin,Surface water,105649,22,4.598603914,30.83946112,Private,32950,Urban,0,0,0
