PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Population_Within,Percent_Below_Poverty_Line,Percent_Minority,Percent_AfricanAmerican,Percent_Hispanic,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Yes_HealthBased,All_Violations
6240020,JONES TWP MUNICIPAL AUTHORITY,Elk,Ground water,396,12,2,0,0,0,0,Local government,214,Rural,0,30
6240022,RIDGWAY TWP WATER AUTH,Elk,Surface water purchased,1763,2,44,2.272727273,2.272727273,0,0,Local government,666,Rural,2,5
6250004,WEST SPRINGFIELD MOBILE HM PK,Erie,Ground water,80,7,2,0,0,0,0,Private,41,Rural,0,4
6250005,SPRINGFIELD VILLAGE,Erie,Ground water,80,5,1,0,0,0,0,Private,35,Rural,2,37
6250007,ALBION BOROUGH,Erie,Ground water,5731,15,1635,3.241590214,8.073394495,4.709480122,1.773700306,Local government,772,Urban,1,17
6250008,WARNER MOBILE HOME PARK,Erie,Ground water,88,5,1,0,0,0,0,Private,35,Rural,0,0
6250012,MUNICIPAL AUTHORITY OF CORRY,Erie,Ground water,7800,10,4956,7.546408394,5.891848265,0.201775626,0.94834544,Local government,3254,Urban,2,3
6250014,EDWARDS MOBILE HOME PARK,Erie,Ground water,97,5,1,0,0,0,0,Private,48,Rural,0,33
6250017,LOVETTS MOBILE HOME PARK,Erie,Ground water,78,5,6,0,0,0,0,Private,30,Rural,0,1
6250018,EDINBORO MH VILLAGE SOUTH,Erie,Ground water,80,6,1,0,0,0,0,Private,53,Rural,0,21
6250020,MAJESTIC HEIGHTS,Erie,Ground water,70,6,2,0,0,0,0,Private,42,Rural,0,34
6250021,WINDSOR MOBILEHOME PARK,Erie,Ground water,70,7,1,0,0,0,0,Private,30,Rural,0,38
6250022,EDINBORO WATER AUTHORITY,Erie,Ground water,7800,7,6326,5.090104331,11.33417641,4.615871009,3.556749921,Local government,1600,Urban,0,6
6250028,ERIE CITY WATER AUTHORITY,Erie,Surface water,220001,20,162874,6.74202144,20.43051684,9.883713791,5.11929467,Local government,60000,Urban,0,67
6250035,PALMER SHORE WATER,Erie,Ground water,147,4,187,4.812834225,3.743315508,1.069518717,1.604278075,Private,47,Rural,1,100
6250038,OLD ORCHARD SUBDIVISION,Erie,Ground water,98,3,51,5.882352941,3.921568627,1.960784314,1.960784314,Private,46,Urban,0,37
6250039,LAKESHORE WATER ASSN,Erie,Surface water purchased,800,6,276,5.072463768,3.985507246,1.086956522,1.811594203,Private,309,Urban,0,9
6250042,VLASION MOBILE HOME PARK,Erie,Ground water,100,6,5,0,0,0,0,Private,73,Rural,2,9
6250044,CROSS STATION MOBILE HOME PARK,Erie,Ground water,89,9,5,0,0,0,0,Private,37,Rural,0,9
6250046,IMPERIAL POINT WATER SERVICE,Erie,Ground water,1200,7,62,6.451612903,3.225806452,0,1.612903226,Private,498,Urban,0,36
6250049,GIRARD BORO WATER DEPT,Erie,Ground water,3301,12,2991,3.510531595,4.613841525,0.902708124,1.905717151,Local government,1265,Urban,1,53
6250053,PEACEFUL ACRES TRAILERS,Erie,Ground water,165,3,4,0,0,0,0,Private,67,Urban,0,32
6250055,COUNTRY GARDENS TRAILER COURT,Erie,Ground water,150,4,9,11.11111111,0,0,0,Private,74,Urban,0,2
6250056,LAKE CITY BORO MUNIC WATER,Erie,Ground water,3267,7,2029,3.49926072,4.632824051,0.88713652,1.922129128,Local government,1322,Urban,0,2
6250061,NORTH EAST BOROUGH WATER DEPT,Erie,Surface water,4601,8,4146,6.681138447,5.306319344,0.192957067,4.77568741,Local government,1726,Urban,0,0
6250064,UNION CITY MUNICIPAL AUTHORITY,Erie,Surface water,3623,3,2371,5.103331927,1.307465205,0.210881485,0,Local government,1246,Urban,1,33
6250065,WATERFORD MUNICIPAL AUTHORITY,Erie,Ground water,1575,8,63,6.349206349,3.174603175,0,0,Local government,622,Rural,1,18
6250067,THOMAS MOBILE HOME PARK,Erie,Ground water,375,5,8,0,0,0,0,Private,134,Rural,1,7
6250070,COLONY WATER ASSOCIATION,Erie,Surface water purchased,110,2,86,4.651162791,3.488372093,1.162790698,2.325581395,Private,44,Urban,0,1
6250074,SUNNYDALE SUBDIVISION,Erie,Ground water,60,3,17,0,5.882352941,0,0,Private,23,Rural,0,76
6250075,MILLFAIR HEIGHTS,Erie,Ground water,390,6,275,2.545454545,6.181818182,2.909090909,1.090909091,Private,175,Urban,0,3
6250077,GREENE TOWNSHIP WATER SYSTEM,Erie,Ground water,98,5,1,0,0,0,0,Local government,49,Rural,0,1
6250078,CRANESVILLE WATER DEPARTMENT,Erie,Ground water purchased,663,2,6,0,0,0,0,Local government,251,Urban,0,6
6250084,WOODHAVEN MOBILE HOME PARK,Erie,Surface water,340,4,11,0,0,0,0,Private,120,Rural,0,15
6250085,HOLLY ACRES MHP,Erie,Ground water,300,3,14,0,0,0,0,Private,141,Urban,0,12
6250086,NORTH EAST TOWNSHIP WATER,Erie,Surface water purchased,2684,2,640,5.625,5,1.5625,1.25,Local government,1250,Rural,1,2
6250087,FAIRVIEW TWP WATER AUTHORITY,Erie,Surface water purchased,3532,2,1671,3.830041891,4.248952723,0.777977259,1.915020946,Local government,1493,Urban,0,6
6250089,RAINBOW VALLEY MOBILE HOME,Erie,Ground water,450,4,4,0,0,0,0,Private,158,Rural,0,36
6250090,SUMMIT TOWNSHIP WATER AUTHORIT,Erie,Surface water purchased,12226,10,6391,1.595994367,3.598810828,0.78235018,0.672821155,Local government,2162,Rural,0,13
6250092,WASHINGTON TWP WATER SYSTEM,Erie,Ground water,765,4,269,3.717472119,4.832713755,0.371747212,2.602230483,Local government,180,Rural,0,1
6250094,WATTSBURG BORO WTP,Erie,Ground water,378,4,20,5,5,0,0,Local government,165,Rural,0,42
6250097,FRELIGHS WHISPERING PINES MHP,Erie,Ground water,32,6,1,0,0,0,0,Private,25,Urban,0,6
6250804,DAVIS ESTATES,Erie,Ground water,50,3,1,0,0,0,0,Private,22,Urban,0,32
6270001,TIONESTA BOROUGH WATER SUPPLY,Forest,Ground water,610,5,14,7.142857143,7.142857143,0,0,Local government,279,Rural,0,1
6270002,WEST HICKORY WATER COMPANY,Forest,Ground water,450,5,7,0,0,0,0,Private,190,Rural,0,0
6270008,AQUA PA JENKS TWP WTP,Forest,Ground water,4320,8,42,4.761904762,50,38.0952381,9.523809524,Private,400,Rural,0,1
6330002,BROCKWAY BORO MUNICIPAL AUTH,Elk,Surface water,4384,13,1810,4.143646409,1.988950276,1.325966851,0.607734807,Local government,1770,Rural,0,71
6330004,BROOKVILLE MUNICIPAL AUTH,Jefferson,Surface water,6220,6,3800,5.789473684,3.236842105,0,1.526315789,Local government,2141,Urban,0,6
6330007,FALLS CREEK BORO MUN AUTH,Jefferson,Surface water,1440,5,57,1.754385965,1.754385965,0,0,Local government,609,Rural,4,52
6330008,KNOX TOWNSHIP MUNIC AUTHORITY,Jefferson,Ground water,300,3,7,0,0,0,0,Local government,100,Rural,0,7
6330010,PA AMERICAN WATER PUNXSY,Jefferson,Surface water,8800,7,5758,5.870093783,4.532823897,0.937825634,1.719346995,Private,3613,Rural,0,1
6330011,REYNOLDSVILLE WATER AUTH,Jefferson,Surface water,2908,12,2240,5.223214286,2.857142857,1.294642857,0.491071429,Local government,1283,Urban,0,3
6330012,SUMMERVILLE BORO MUN AUTH,Jefferson,Ground water,700,9,32,3.125,3.125,0,0,Local government,235,Rural,0,5
6330013,SYKESVILLE BOROUGH,Jefferson,Surface water purchased,1500,3,126,3.968253968,0.793650794,0,0,Local government,591,Rural,2,20
6330014,HENDERSON TOWNSHIP MUN AUTH,Jefferson,Ground water,354,4,7,0,0,0,0,Local government,117,Rural,0,13
6330840,ELDRED TWP MUNIC AUTH,Jefferson,Ground water,382,4,6,0,0,0,0,Local government,152,Rural,0,11
6370003,BESSEMER BOROUGH WATER DEPT,Lawrence,Ground water,1100,7,178,3.370786517,1.685393258,0,0.561797753,Local government,498,Rural,0,3
6370005,COUNTRYSIDE ESTATES MHP,Lawrence,Ground water,39,4,2,0,0,0,0,Private,51,Rural,0,40
6370011,PA AMER WATER CO ELLWOOD CTY,Lawrence,Surface water,17200,6,12161,4.843351698,3.848367733,0.929199901,0.419373407,Private,5838,Rural,0,0
6370014,NEW CASTLE ESTATES,Lawrence,Ground water,80,4,6,0,0,0,0,Private,32,Rural,0,61
6370015,HYLAND MOBILE HOME PARK,Lawrence,Ground water,56,4,1,0,0,0,0,Private,28,Rural,0,28
6370016,MAJORS MOBILEHOME PARK,Lawrence,Ground water,44,6,5,0,0,0,0,Private,27,Rural,0,35
6370017,NORTH STAR VILLAGE,Lawrence,Ground water,60,5,3,0,0,0,0,Private,45,Rural,0,65
6370019,COUNTRY ROADS MHP,Lawrence,Ground water,60,4,5,0,0,0,0,Private,56,Rural,2,5
6370022,GREEN MEADOWS MHP,Lawrence,Ground water,23,3,1,0,0,0,0,Private,15,Rural,1,65
6370025,FREDERICKS MHP,Lawrence,Ground water,75,3,3,0,0,0,0,Private,41,Rural,0,72
6370026,SCOTTVIEW TERRACE MOBILE HOMES,Lawrence,Ground water,50,4,1,0,0,0,0,Private,17,Rural,0,14
6370032,BOROUGH OF WAMPUM WATER DEPT,Lawrence,Ground water,800,7,183,4.371584699,3.278688525,1.092896175,1.639344262,Local government,342,Rural,0,5
6370034,PA AMER WATER CO NEW CASTLE,Lawrence,Surface water,43640,3,40774,6.899004267,13.11865404,7.399323098,1.736400647,Private,17555,Rural,0,0
6370035,NEW WILMINGTON BORO WATER DEPT,Lawrence,Surface water purchased,4500,2,2359,1.78041543,5.595591352,2.077151335,1.949978805,Local government,672,Urban,0,0
6370041,HERITAGE HILLS MHP,Lawrence,Ground water,220,4,5,0,0,0,0,Private,125,Rural,0,29
6370042,VOLANT BOROUGH WATER DEPT,Lawrence,Ground water,112,4,8,0,0,0,0,Local government,70,Rural,0,1
6370047,WOODMERE ESTATES,Lawrence,Ground water,70,3,2,0,0,0,0,Private,30,Rural,1,10
6370048,VILLA MARIA COMMUNITY CENTER,Lawrence,Ground water,360,4,12,8.333333333,0,0,0,Private,7,Rural,1,5
6370054,MAHONING TOWNSHIP,Lawrence,Surface water purchased,1032,2,286,6.993006993,3.496503497,0.34965035,2.097902098,Local government,1,Rural,0,0
6370910,CEDAR ACRES MOBILE HOME PARK,Lawrence,Ground water,105,6,2,0,0,0,0,Private,42,Rural,0,180
6420006,CLERMONT WATER ASSOCIATION,McKean,Ground water,75,3,3,0,0,0,0,Private,50,Rural,0,34
6420010,AIKEN WATER COMPANY,McKean,Ground water,850,5,15,0,13.33333333,6.666666667,6.666666667,Private,210,Rural,1,65
6420011,LUDLOW WARNER SYSTEM,McKean,Ground water,76,5,3,0,0,0,0,Private,37,Rural,0,24
6420012,CROSBY WATER ASSOCIATION,McKean,Ground water,56,3,1,0,0,0,0,Private,46,Rural,1,113
6420014,BRADFORD CITY WATER AUTHORITY,McKean,Surface water,18000,6,7419,9.826122119,3.207979512,0.741339803,1.132228063,Local government,6233,Rural,2,10
6420016,ELDRED BOROUGH WATER AUTH,McKean,Ground water,850,7,38,2.631578947,5.263157895,0,0,Local government,410,Rural,0,6
6420017,HAZEL HURST WATER COMPANY,McKean,Ground water,140,8,2,0,0,0,0,Private,76,Rural,0,15
6420018,AQUA PA MT JEWETT,McKean,Ground water,940,13,18,5.555555556,0,0,0,Private,482,Rural,0,2
6420019,PA AMERICAN WATER CO KANE,McKean,Surface water,5725,20,235,4.680851064,4.680851064,0,2.127659574,Private,2300,Rural,0,0
6420020,LEWIS RUN BOROUGH,McKean,Surface water purchased,892,9,23,4.347826087,21.73913043,13.04347826,8.695652174,Local government,290,Rural,0,2
6420021,PORT ALLEGANY WATER DEPARTMENT,McKean,Ground water,2591,10,59,3.389830508,1.694915254,0,0,Local government,1030,Rural,0,8
6420022,RIXFORD WATERWORKS ASSOCIATION,McKean,Ground water,234,3,5,0,0,0,0,Private,100,Rural,0,8
6420023,SMETHPORT BOROUGH,McKean,Ground water,2400,8,96,4.166666667,2.083333333,1.041666667,0,Local government,1015,Rural,0,10
6420028,SOUTHSIDE NORTHSIDE WATER ASSN,McKean,Ground water,72,4,2,0,0,0,0,Private,54,Rural,0,37
6430001,SCENIC MOBILE HOME PARK,Mercer,Ground water,70,3,3,0,0,0,0,Private,23,Rural,0,76
6430002,COUNTRY ESTATES,Mercer,Ground water,90,3,2,0,0,0,0,Private,28,Rural,1,20
6430003,SUNNYVIEW MOBILE HOME PARK,Mercer,Ground water,90,5,3,0,0,0,0,Private,50,Rural,0,41
6430010,JEFFERSON ESTATES MHP,Mercer,Ground water,65,4,2,0,0,0,0,Private,43,Rural,0,24
6430014,GLEN LAKE ESTATES,Mercer,Ground water,125,5,4,0,0,0,0,Private,40,Rural,0,19
6430019,ROUTE 322 MOBILE HOME PARK,Mercer,Ground water,43,4,1,0,0,0,0,Private,44,Rural,3,14
6430021,PENNWOOD ESTATES MHP,Mercer,Ground water,51,7,2,0,0,0,0,Private,35,Rural,0,71
6430024,ST PAUL HOMES,Mercer,Ground water,600,9,56,1.785714286,3.571428571,1.785714286,0,Public/Private,76,Rural,0,2
6430036,FREDONIA BORO,Mercer,Ground water,502,6,43,4.651162791,4.651162791,0,2.325581395,Local government,290,Rural,4,17
6430037,GREENVILLE MUNI WATER AUTH,Mercer,Surface water,8600,3,6071,8.499423489,3.870861473,2.042497117,0.560039532,Local government,3175,Urban,0,13
6430039,GREENVILLE MHP,Mercer,Ground water,150,4,5,0,0,0,0,Private,73,Rural,0,135
6430040,GROVE CITY BORO WATER DEPT,Mercer,Ground water,8322,8,7778,6.325533556,5.5669838,1.067112368,0.822833633,Local government,2969,Urban,0,4
6430041,LIBERTY ACRES MHP,Mercer,Ground water,47,3,2,0,0,0,0,Private,27,Urban,0,28
6430042,GRANDVIEW ACRES MHP,Mercer,Ground water,35,4,1,0,0,0,0,Private,31,Rural,0,1
6430043,JAMESTOWN BORO WATER AUTH,Mercer,Ground water,690,7,27,3.703703704,3.703703704,0,0,Local government,312,Rural,0,9
6430046,PINE GROVE MOBILE HOME PARK,Mercer,Ground water,247,8,3,0,0,0,0,Private,106,Rural,0,1
6430047,WILLOW BEND MHP,Mercer,Ground water,21,4,1,0,0,0,0,Private,27,Rural,2,23
6430049,BUHL COMMUNITY WATER COMPANY,Mercer,Ground water,2227,4,26,0,0,0,0,Private,81,Rural,0,15
6430052,SANDY LAKE BORO,Mercer,Ground water,1100,10,44,2.272727273,2.272727273,0,0,Local government,350,Rural,0,0
6430054,AQUA PA SHENANGO VALLEY WTP,Mercer,Surface water,48000,3,29552,6.175554954,22.23199783,15.28830536,1.762994044,Private,16178,Urban,0,2
6430055,SHARPSVILLE BORO WATER CO,Mercer,Surface water purchased,5310,7,3212,4.265255293,2.926525529,1.618929016,1.089663761,Local government,2022,Urban,0,0
6430056,STONEBORO WATER WORKS,Mercer,Ground water,1104,10,46,2.173913043,2.173913043,0,0,Local government,454,Rural,0,5
6430057,REYNOLDS WATER COMPANY,Mercer,Surface water,2370,4,295,4.745762712,4.406779661,0,2.711864407,Private,692,Urban,2,13
6430059,AQUA PA LAKE LATONKA WTP,Mercer,Ground water,1400,4,170,2.352941176,1.176470588,0,0,Private,575,Rural,1,1
6430061,PINE TWP WATER DISTR SYSTEM,Mercer,Ground water purchased,3082,2,629,5.723370429,8.108108108,3.33863275,1.589825119,Local government,537,Urban,0,1
6430062,FORREST BROOKE MHP,Mercer,Ground water,430,4,7,0,0,0,0,Private,277,Rural,0,7
6430063,COUNTRY CORNER RV PARK,Mercer,Ground water,50,4,1,0,0,0,0,Private,123,Rural,0,42
6430064,COUNTRY VILLAGE MOBILE ESTATES,Crawford,Ground water,97,4,4,0,0,0,0,Private,48,Rural,0,29
6430070,FARMA MOBILE HOME PARK,Mercer,Ground water,65,6,8,0,0,0,0,Private,41,Rural,0,14
6430072,HEMLOCK MHP,Mercer,Ground water,52,4,3,0,0,0,0,Private,20,Rural,0,16
6430073,GREYSTONE COUNTRY ESTATES,Mercer,Ground water,55,3,1,0,0,0,0,State government,4,Rural,0,12
6430075,REYNOLDS HOME CENTER MHP,Mercer,Surface water purchased,90,2,3,0,0,0,0,Private,43,Urban,3,8
6430077,SOUTH PYMATUNING,Mercer,Surface water purchased,788,3,25,4,4,0,0,Local government,322,Rural,0,2
6430079,LIBERTY TOWNSHIP,Mercer,Ground water purchased,50,2,9,0,0,0,0,Local government,31,Rural,0,0
6430999,LEESBURG WATER ASSOCIATION,Mercer,Ground water,150,4,13,0,0,0,0,Private,70,Rural,0,5
6530005,AUSTIN BOROUGH,Potter,Groundwater under influence of surface water,700,14,27,3.703703704,3.703703704,0,3.703703704,Local government,261,Rural,0,43
6530006,ULYSSES MUNICIPAL AUTHORITY,Potter,Ground water,640,8,6,0,0,0,0,Local government,222,Rural,7,575
6530007,ROULETTE TWP WATER AUTHORITY,Potter,Ground water,1300,10,13,0,0,0,0,Private,451,Rural,0,197
6530009,COUDERSPORT BORO WATER SYSTEM,Potter,Ground water,3400,11,94,3.191489362,4.255319149,1.063829787,1.063829787,Local government,1037,Rural,0,36
6530010,GALETON BORO WATER AUTHORITY,Potter,Surface water,1200,8,14,7.142857143,0,0,0,Local government,598,Rural,0,43
6530013,SHINGLEHOUSE BORO WATER DEPT,Potter,Ground water,1250,8,42,2.380952381,2.380952381,0,0,Local government,547,Rural,0,48
6530015,CHARLES COLE MEMORIAL HOSPITAL,Potter,Ground water,60,5,1,0,0,0,0,Private,4,Rural,1,251
6610004,PINE VALLEY TRAILER PARK,Venango,Ground water,21,3,2,0,0,0,0,Private,19,Rural,1,21
6610009,BUCHOLZ MOBILE HOME PARK,Venango,Ground water,50,5,1,0,0,0,0,Private,23,Rural,0,11
6610010,POLK CENTER,Venango,Surface water,1058,7,15,0,6.666666667,0,0,State government,48,Rural,0,11
6610011,PLUMER WATER COMPANY,Venango,Ground water purchased,205,3,20,5,5,0,0,Private,59,Rural,0,0
6610014,VENANGO WATER CO,Venango,Ground water,550,15,121,4.958677686,3.305785124,0.826446281,0,Private,225,Rural,0,0
6610016,CLINTONVILLE BORO WTP,Venango,Ground water,695,4,33,3.03030303,3.03030303,0,0,Local government,197,Rural,4,17
6610017,COOPERSTOWN WATER COMPANY,Venango,Ground water,360,7,18,0,0,0,0,Private,128,Rural,0,0
6610019,AQUA PA EMLENTON,Venango,Surface water,915,3,32,3.125,6.25,0,0,Private,413,Rural,0,0
6610020,GENERAL AUTHORITY OF FRANKLIN,Venango,Ground water,8600,14,5252,6.854531607,4.874333587,1.294744859,2.456207159,Local government,4328,Urban,2,6
6610023,OIL CITY,Venango,Ground water,12653,25,10025,8.29925187,4.758104738,1.625935162,1.067331671,Local government,4451,Urban,1,1
6610025,PLEASANTVILLE BOROUGH WATER,Venango,Ground water purchased,892,3,106,2.830188679,2.830188679,0,0.943396226,Local government,588,Rural,0,2
6610028,ROUSEVILLE MUN WATERWORKS,Venango,Ground water,523,6,34,2.941176471,2.941176471,0,0,Local government,227,Rural,0,125
6610029,SUGARCREEK WATER CO,Venango,Ground water,205,3,25,4,4,0,0,Private,75,Rural,1,2
6610031,SENECA & CRANBERRY MALL DIST,Venango,Ground water,4400,9,339,3.539823009,2.654867257,0,0.294985251,Local government,1530,Rural,0,1
6610032,ROCKY RIDGE VILLAGE,Venango,Ground water,150,4,6,0,0,0,0,Private,60,Rural,0,18
6610035,CORNPLANTER TOWNSHIP,Venango,Ground water purchased,1835,7,55,1.818181818,1.818181818,0,0,Local government,747,Urban,0,1
6610036,BARKEYVILLE MUN AUTHORITY,Venango,Ground water,1600,5,17,0,5.882352941,0,0,Local government,99,Rural,0,13
6610038,COUNTRY ESTATES MHP,Venango,Ground water,90,4,1,0,0,0,0,Private,58,Rural,0,18
6610039,SAGE RUN DIST,Venango,Ground water purchased,196,2,10,0,0,0,0,Local government,80,Rural,0,0
6610040,WOODLAND HEIGHTS DIST,Venango,Ground water purchased,460,2,58,3.448275862,1.724137931,0,0,Local government,179,Urban,0,0
6610042,SANDYCREEK TWP WATERWORKS,Venango,Ground water purchased,2417,3,275,2.909090909,5.090909091,1.454545455,1.454545455,Local government,697,Rural,0,4
6610859,KENNERDELL NORTH WATER SYSTEM,Venango,Ground water,412,3,6,0,0,0,0,Private,134,Rural,0,2
6620007,WEST SHEFFIELD WATER ASSN,Warren,Ground water,225,5,2,0,0,0,0,Private,85,Rural,2,7
6620019,WILDERNESS MHP,Warren,Ground water,200,5,1,0,0,0,0,Private,87,Rural,4,41
6620020,PA AMERICAN WATER CO WARREN,Warren,Ground water,14650,10,9238,4.990257632,3.983546222,0.714440355,1.894349426,Private,5500,Urban,1,1
6620021,AQUA PA CLARENDON,Warren,Ground water,840,6,17,5.882352941,0,0,0,Private,350,Rural,0,0
6620028,NORTH WARREN MUNI AUTHORITY,Warren,Ground water,1626,5,150,2.666666667,4,0.666666667,0.666666667,Local government,745,Rural,0,4
6620029,PINE GROVE TWP WATER SYSTEM,Warren,Ground water,640,7,20,0,0,0,0,Local government,208,Urban,1,9
6620031,SHEFFIELD TWP MUNICIPAL AUTH,Warren,Ground water,1075,5,15,6.666666667,0,0,0,Local government,684,Rural,0,5
6620032,SOUTHWEST WARREN CO MUN AUTH,Warren,Surface water,1040,8,18,0,0,0,0,Local government,436,Rural,4,9
6620034,WARREN STATE HOSPITAL,Warren,Ground water,1300,13,79,2.53164557,3.797468354,1.265822785,1.265822785,State government,40,Rural,0,7
6620036,RIVERVIEW COMMUNITIES NORTH,Warren,Ground water,15,7,1,0,0,0,0,Private,15,Urban,0,3
6620038,PLEASANT VALLEY MHP,Warren,Ground water,210,7,3,0,0,0,0,Private,96,Urban,0,106
6620039,YOUNGSVILLE MUN WATERWORKS,Warren,Ground water,2007,7,133,3.759398496,3.007518797,0,0.751879699,Local government,782,Urban,0,2
6620043,CHANDLERS VALLEY MHP,Warren,Ground water,37,3,1,0,0,0,0,Private,20,Rural,0,66
6620833,RIVERVIEW COMMUNITIES LP SOUTH,Warren,Ground water,100,3,5,0,0,0,0,Private,55,Rural,0,9
7010001,ARENDTSVILLE MUNI WATER SYS,Adams,Ground water,1200,10,75,2.666666667,8,0,6.666666667,Local government,326,Rural,0,5
7010002,BENDERSVILLE MUNI AUTH,Adams,Ground water,1039,9,40,2.5,10,2.5,7.5,Local government,239,Rural,0,6
7010003,EAST BERLIN AREA JOINT AUTH,Adams,Ground water,1750,16,225,1.777777778,7.111111111,1.333333333,4.888888889,Local government,751,Rural,0,4
7010005,FAIRFIELD MUNI AUTH,Adams,Ground water,2150,8,51,1.960784314,5.882352941,0,1.960784314,Local government,354,Rural,0,1
7010007,THE VILLAGE OF LAUREL RUN,Adams,Ground water,250,4,2,0,0,0,0,Private,15,Rural,0,4
7010011,OAK VILLAGE,Adams,Ground water,225,4,4,0,25,0,0,Private,72,Rural,0,0
7010012,BONNEAUVILLE MUNI WATER AUTH,Adams,Ground water,2730,27,221,3.167420814,11.31221719,0.904977376,9.049773756,Local government,869,Urban,0,6
7010014,CASTLE HILL MHP,Adams,Ground water,120,6,10,0,10,0,10,Private,51,Rural,0,0
7010017,ANCHOR ESTATES,Adams,Ground water,300,5,5,0,20,0,20,Private,115,Urban,1,3
7010019,GETTYSBURG MUNI AUTH,Adams,Surface water,12425,27,8981,6.39127046,22.19129273,7.170693687,9.698251865,Local government,4312,Rural,0,44
7010020,BIGLERVILLE WATER CO,Adams,Ground water,2501,10,113,3.539823009,16.81415929,0,15.92920354,Local government,535,Rural,0,0
7010021,HOFFMAN HOMES FOR YOUTHS INC,Adams,Ground water,270,4,42,2.380952381,7.142857143,2.380952381,2.380952381,Public/Private,20,Rural,0,0
7010022,LITTLESTOWN BORO,Adams,Ground water,7300,35,4529,5.03422389,5.03422389,0.949436962,1.457275337,Local government,2296,Urban,0,2
7010023,NEW OXFORD MANOR MHP,Adams,Ground water,350,10,5,0,20,0,0,Private,102,Urban,6,11
7010025,NEW OXFORD MUNCI AUTH,Adams,Surface water,3963,6,1430,4.195804196,15.1048951,1.748251748,11.04895105,Local government,1575,Urban,3,10
7010028,PANORAMA MHP,Adams,Ground water,75,4,3,0,0,0,0,Private,32,Rural,0,0
7010029,MOUNTAIN VIEW MHP,Adams,Ground water,180,5,4,0,0,0,0,Private,67,Rural,0,0
7010030,YORK SPRINGS MUNI WATER,Adams,Ground water,1095,7,45,2.222222222,15.55555556,0,13.33333333,Local government,360,Rural,0,1
7010032,FRANKLIN TWP MUNI AUTH,Adams,Ground water,441,6,19,5.263157895,5.263157895,0,5.263157895,Local government,126,Rural,0,27
7010033,CARROLL VALLEY WATER SYSTEM,Adams,Ground water,267,4,14,0,7.142857143,0,7.142857143,Private,98,Rural,0,2
7010034,POSSUM VALLEY MUNI AUTH,Adams,Groundwater under influence of surface water,550,11,46,2.173913043,10.86956522,2.173913043,8.695652174,Local government,150,Rural,0,5
7010035,PA AMER WATER CO LAKE HERITAGE,Adams,Ground water,1648,4,207,2.415458937,9.178743961,0.966183575,5.797101449,Private,821,Urban,0,0
7010036,LAKE MEADE MUNI AUTH,Adams,Ground water,3192,7,296,1.351351351,5.405405405,0,4.72972973,Local government,1101,Urban,0,2
7010038,WESTERN CUMBERLAND WATER SYS,Adams,Ground water,275,5,43,4.651162791,13.95348837,4.651162791,4.651162791,Private,185,Rural,0,0
7010039,CAVALRY HEIGHTS MHP,Adams,Ground water,80,4,3,0,0,0,0,Private,45,Urban,0,2
7010041,CHESAPEAKE ESTATES MHP,Adams,Ground water,437,10,32,3.125,12.5,0,9.375,Private,176,Rural,0,24
7010044,EASTERN CUMBERLAND WATER SYS,Adams,Ground water,150,4,10,0,20,10,10,Private,78,Urban,1,8
7010046,ROUND TOP MHP,Adams,Ground water,185,6,10,0,0,0,0,Private,320,Rural,1,4
7010048,TIMELESS TOWNS OF AMERICA INC,Adams,Ground water,760,10,23,4.347826087,4.347826087,0,4.347826087,Private,73,Rural,1,16
7010052,PINE RUN INC,Adams,Ground water,127,4,40,2.5,7.5,0,5,Private,74,Rural,0,7
7010053,WALNUT GROVE MHP,Adams,Ground water,425,3,6,0,16.66666667,0,16.66666667,Private,164,Rural,0,3
7010055,EAGLE VIEW MHP,Adams,Ground water,230,9,23,0,8.695652174,0,4.347826087,Private,115,Rural,0,1
7010056,ADAMS CNTY FAC CTR,Adams,Ground water,450,4,40,5,12.5,0,7.5,Public/Private,4,Rural,2,4
7010057,AQUA PA LINKS AT GETTYSBURG SY,Adams,Ground water,398,4,87,1.149425287,5.747126437,1.149425287,2.298850575,Private,159,Rural,0,1
7210001,CREEK VIEW MOBILE HOME COMMUN,Cumberland,Ground water,80,3,5,0,0,0,0,Private,47,Rural,0,59
7210002,CARLISLE WATER TRMT PLT,Cumberland,Surface water,30314,3,17788,8.241511131,19.9853834,8.427029458,4.19946031,Local government,6648,Urban,0,6
7210003,HARMONY ESTATES MHP,Cumberland,Ground water,80,3,2,0,0,0,0,Private,30,Rural,3,41
7210010,US ARMY GARRISON,Cumberland,Surface water purchased,1700,4,727,6.464924347,11.41678129,3.163686382,4.951856946,Federal government,353,Urban,2,14
7210013,ROLLING HILLS ESTATES,Cumberland,Ground water,170,5,3,0,0,0,0,Private,89,Rural,0,0
7210022,HILLSIDE MHP,Cumberland,Ground water,54,3,1,0,0,0,0,Private,16,Rural,0,49
7210027,UNITED WATER PA GRANTHAM,Cumberland,Ground water,4860,4,2661,46.67418264,12.88989102,3.457346862,3.607666291,Private,614,Urban,0,0
7210028,SUEZ MECHANICSBURG,Cumberland,Surface water,32336,6,26759,4.757277925,8.830673792,3.198923727,1.692888374,Private,10255,Urban,0,0
7210029,PA AMERICAN WATER CO WEST,Cumberland,Surface water,93368,16,94173,4.227326304,14.04967454,2.516644898,3.785586102,Public/Private,35006,Urban,0,1
