PWS_ID,PWS_Name,County_Name,Primary_Source,Population,Number_of_Facilities,Percent_Minority,Percent_Below_Poverty_Line,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations
6250074,SUNNYDALE SUBDIVISION,Erie,Ground water,60,3,14.5,16.7,Private,23,Urban,76,0,76
6250075,MILLFAIR HEIGHTS,Erie,Ground water,390,6,14.5,16.7,Private,175,Urban,3,0,3
6250077,GREENE TOWNSHIP WATER SYSTEM,Erie,Ground water,98,5,14.5,16.7,Local government,49,Urban,1,0,1
6250078,CRANESVILLE WATER DEPARTMENT,Erie,Ground water purchased,663,2,14.5,16.7,Local government,251,Urban,6,0,6
6250084,WOODHAVEN MOBILE HOME PARK,Erie,Surface water,340,4,14.5,16.7,Private,120,Urban,15,0,15
6250085,HOLLY ACRES MHP,Erie,Ground water,300,3,14.5,16.7,Private,141,Urban,12,0,12
6250086,NORTH EAST TOWNSHIP WATER,Erie,Surface water purchased,2684,2,14.5,16.7,Local government,1250,Urban,1,1,2
6250087,FAIRVIEW TWP WATER AUTHORITY,Erie,Surface water purchased,3532,2,14.5,16.7,Local government,1493,Urban,6,0,6
6250089,RAINBOW VALLEY MOBILE HOME,Erie,Ground water,450,4,14.5,16.7,Private,158,Urban,36,0,36
6250090,SUMMIT TOWNSHIP WATER AUTHORIT,Erie,Surface water purchased,12226,10,14.5,16.7,Local government,2162,Urban,13,0,13
6250092,WASHINGTON TWP WATER SYSTEM,Erie,Ground water,765,4,14.5,16.7,Local government,180,Urban,1,0,1
6250094,WATTSBURG BORO WTP,Erie,Ground water,378,4,14.5,16.7,Local government,165,Urban,42,0,42
6250097,FRELIGHS WHISPERING PINES MHP,Erie,Ground water,32,6,14.5,16.7,Private,25,Urban,6,0,6
6250804,DAVIS ESTATES,Erie,Ground water,50,3,14.5,16.7,Private,22,Urban,32,0,32
6270001,TIONESTA BOROUGH WATER SUPPLY,Forest,Ground water,610,5,35.9,14.3,Local government,279,Rural,1,0,1
6270002,WEST HICKORY WATER COMPANY,Forest,Ground water,450,5,35.9,14.3,Private,190,Rural,0,0,0
6270008,AQUA PA JENKS TWP WTP,Forest,Ground water,4320,8,35.9,14.3,Private,400,Rural,1,0,1
6330002,BROCKWAY BORO MUNICIPAL AUTH,Jefferson,Surface water,4384,13,2.5,14.6,Local government,1770,Rural,71,0,71
6330004,BROOKVILLE MUNICIPAL AUTH,Jefferson,Surface water,6220,6,2.5,14.6,Local government,2141,Rural,6,0,6
6330007,FALLS CREEK BORO MUN AUTH,Jefferson,Surface water,1440,5,2.5,14.6,Local government,609,Rural,48,4,52
6330008,KNOX TOWNSHIP MUNIC AUTHORITY,Jefferson,Ground water,300,3,2.5,14.6,Local government,100,Rural,7,0,7
6330010,PA AMERICAN WATER PUNXSY,Jefferson,Surface water,8800,7,2.5,14.6,Private,3613,Rural,1,0,1
6330011,REYNOLDSVILLE WATER AUTH,Jefferson,Surface water,2908,12,2.5,14.6,Local government,1283,Rural,3,0,3
6330012,SUMMERVILLE BORO MUN AUTH,Jefferson,Ground water,700,9,2.5,14.6,Local government,235,Rural,5,0,5
6330013,SYKESVILLE BOROUGH,Jefferson,Surface water purchased,1500,3,2.5,14.6,Local government,591,Rural,18,2,20
6330014,HENDERSON TOWNSHIP MUN AUTH,Jefferson,Ground water,354,4,2.5,14.6,Local government,117,Rural,13,0,13
6330840,ELDRED TWP MUNIC AUTH,Jefferson,Ground water,382,4,2.5,14.6,Local government,152,Rural,11,0,11
6370003,BESSEMER BOROUGH WATER DEPT,Lawrence,Ground water,1100,7,7.7,15.2,Local government,498,Urban,3,0,3
6370005,COUNTRYSIDE ESTATES MHP,Lawrence,Ground water,39,4,7.7,15.2,Private,51,Urban,40,0,40
6370011,PA AMER WATER CO ELLWOOD CTY,Lawrence,Surface water,17200,6,7.7,15.2,Private,5838,Urban,0,0,0
6370014,NEW CASTLE ESTATES,Lawrence,Ground water,80,4,7.7,15.2,Private,32,Urban,61,0,61
6370015,HYLAND MOBILE HOME PARK,Lawrence,Ground water,56,4,7.7,15.2,Private,28,Urban,28,0,28
6370016,MAJORS MOBILEHOME PARK,Lawrence,Ground water,44,6,7.7,15.2,Private,27,Urban,35,0,35
6370017,NORTH STAR VILLAGE,Lawrence,Ground water,60,5,7.7,15.2,Private,45,Urban,65,0,65
6370019,COUNTRY ROADS MHP,Lawrence,Ground water,60,4,7.7,15.2,Private,56,Urban,3,2,5
6370022,GREEN MEADOWS MHP,Lawrence,Ground water,23,3,7.7,15.2,Private,15,Urban,64,1,65
6370025,FREDERICKS MHP,Lawrence,Ground water,75,3,7.7,15.2,Private,41,Urban,72,0,72
6370026,SCOTTVIEW TERRACE MOBILE HOMES,Lawrence,Ground water,50,4,7.7,15.2,Private,17,Urban,14,0,14
6370032,BOROUGH OF WAMPUM WATER DEPT,Lawrence,Ground water,800,7,7.7,15.2,Local government,342,Urban,5,0,5
6370034,PA AMER WATER CO NEW CASTLE,Lawrence,Surface water,43640,3,7.7,15.2,Private,17555,Urban,0,0,0
6370035,NEW WILMINGTON BORO WATER DEPT,Lawrence,Surface water purchased,4500,2,7.7,15.2,Local government,672,Urban,0,0,0
6370041,HERITAGE HILLS MHP,Lawrence,Ground water,220,4,7.7,15.2,Private,125,Urban,29,0,29
6370042,VOLANT BOROUGH WATER DEPT,Lawrence,Ground water,112,4,7.7,15.2,Local government,70,Urban,1,0,1
6370047,WOODMERE ESTATES,Lawrence,Ground water,70,3,7.7,15.2,Private,30,Urban,9,1,10
6370048,VILLA MARIA COMMUNITY CENTER,Lawrence,Ground water,360,4,7.7,15.2,Private,7,Urban,4,1,5
6370049,EASTBROOK APARTMENTS,Lawrence,Ground water,71,4,7.7,15.2,Public/Private,4,Urban,2,0,2
6370054,MAHONING TOWNSHIP,Lawrence,Surface water purchased,1032,2,7.7,15.2,Local government,1,Urban,0,0,0
6370910,CEDAR ACRES MOBILE HOME PARK,Lawrence,Ground water,105,6,7.7,15.2,Private,42,Urban,180,0,180
6370958,CARRIAGE COURT PERSONAL CARE,Lawrence,Ground water,40,3,7.7,15.2,Private,1,Urban,3,0,3
6420006,CLERMONT WATER ASSOCIATION,McKean,Ground water,75,3,6.2,17.2,Private,50,Rural,34,0,34
6420010,AIKEN WATER COMPANY,McKean,Ground water,850,5,6.2,17.2,Private,210,Rural,64,1,65
6420011,LUDLOW WARNER SYSTEM,McKean,Ground water,76,5,6.2,17.2,Private,37,Rural,24,0,24
6420012,CROSBY WATER ASSOCIATION,McKean,Ground water,56,3,6.2,17.2,Private,46,Rural,112,1,113
6420014,BRADFORD CITY WATER AUTHORITY,McKean,Surface water,18000,6,6.2,17.2,Local government,6233,Rural,8,2,10
6420016,ELDRED BOROUGH WATER AUTH,McKean,Ground water,850,7,6.2,17.2,Local government,410,Rural,6,0,6
6420017,HAZEL HURST WATER COMPANY,McKean,Ground water,140,8,6.2,17.2,Private,76,Rural,15,0,15
6420018,AQUA PA MT JEWETT,McKean,Ground water,940,13,6.2,17.2,Private,482,Rural,2,0,2
6420019,PA AMERICAN WATER CO KANE,McKean,Surface water,5725,20,6.2,17.2,Private,2300,Rural,0,0,0
6420020,LEWIS RUN BOROUGH,McKean,Surface water purchased,892,9,6.2,17.2,Local government,290,Rural,2,0,2
6420021,PORT ALLEGANY WATER DEPARTMENT,McKean,Ground water,2591,10,6.2,17.2,Local government,1030,Rural,8,0,8
6420022,RIXFORD WATERWORKS ASSOCIATION,McKean,Ground water,234,3,6.2,17.2,Private,100,Rural,8,0,8
6420023,SMETHPORT BOROUGH,McKean,Ground water,2400,8,6.2,17.2,Local government,1015,Rural,10,0,10
6420028,SOUTHSIDE NORTHSIDE WATER ASSN,McKean,Ground water,72,4,6.2,17.2,Private,54,Rural,37,0,37
6430001,SCENIC MOBILE HOME PARK,Mercer,Ground water,70,3,9.5,13.5,Private,23,Urban,76,0,76
6430002,COUNTRY ESTATES,Mercer,Ground water,90,3,9.5,13.5,Private,28,Urban,19,1,20
6430003,SUNNYVIEW MOBILE HOME PARK,Mercer,Ground water,90,5,9.5,13.5,Private,50,Urban,41,0,41
6430010,JEFFERSON ESTATES MHP,Mercer,Ground water,65,4,9.5,13.5,Private,43,Urban,24,0,24
6430014,GLEN LAKE ESTATES,Mercer,Ground water,125,5,9.5,13.5,Private,40,Urban,19,0,19
6430019,ROUTE 322 MOBILE HOME PARK,Mercer,Ground water,43,4,9.5,13.5,Private,44,Urban,11,3,14
6430021,PENNWOOD ESTATES MHP,Mercer,Ground water,51,7,9.5,13.5,Private,35,Urban,71,0,71
6430024,ST PAUL HOMES,Mercer,Ground water,600,9,9.5,13.5,Public/Private,76,Urban,2,0,2
6430036,FREDONIA BORO,Mercer,Ground water,502,6,9.5,13.5,Local government,290,Urban,13,4,17
6430037,GREENVILLE MUNI WATER AUTH,Mercer,Surface water,8600,3,9.5,13.5,Local government,3175,Urban,13,0,13
6430039,GREENVILLE MHP,Mercer,Ground water,150,4,9.5,13.5,Private,73,Urban,135,0,135
6430040,GROVE CITY BORO WATER DEPT,Mercer,Ground water,8322,8,9.5,13.5,Local government,2969,Urban,4,0,4
6430041,LIBERTY ACRES MHP,Mercer,Ground water,47,3,9.5,13.5,Private,27,Urban,28,0,28
6430042,GRANDVIEW ACRES MHP,Mercer,Ground water,35,4,9.5,13.5,Private,31,Urban,1,0,1
6430043,JAMESTOWN BORO WATER AUTH,Mercer,Ground water,690,7,9.5,13.5,Local government,312,Urban,9,0,9
6430046,PINE GROVE MOBILE HOME PARK,Mercer,Ground water,247,8,9.5,13.5,Private,106,Urban,1,0,1
6430047,WILLOW BEND MHP,Mercer,Ground water,21,4,9.5,13.5,Private,27,Urban,21,2,23
6430049,BUHL COMMUNITY WATER COMPANY,Mercer,Ground water,2227,4,9.5,13.5,Private,81,Urban,15,0,15
6430052,SANDY LAKE BORO,Mercer,Ground water,1100,10,9.5,13.5,Local government,350,Urban,0,0,0
6430054,AQUA PA SHENANGO VALLEY WTP,Mercer,Surface water,48000,3,9.5,13.5,Private,16178,Urban,2,0,2
6430055,SHARPSVILLE BORO WATER CO,Mercer,Surface water purchased,5310,7,9.5,13.5,Local government,2022,Urban,0,0,0
6430056,STONEBORO WATER WORKS,Mercer,Ground water,1104,10,9.5,13.5,Local government,454,Urban,5,0,5
6430057,REYNOLDS WATER COMPANY,Mercer,Surface water,2370,4,9.5,13.5,Private,692,Urban,11,2,13
6430059,AQUA PA LAKE LATONKA WTP,Mercer,Ground water,1400,4,9.5,13.5,Private,575,Urban,0,1,1
6430061,PINE TWP WATER DISTR SYSTEM,Mercer,Ground water purchased,3082,2,9.5,13.5,Local government,537,Urban,1,0,1
6430062,FORREST BROOKE MHP,Mercer,Ground water,430,4,9.5,13.5,Private,277,Urban,7,0,7
6430063,COUNTRY CORNER RV PARK,Mercer,Ground water,50,4,9.5,13.5,Private,123,Urban,42,0,42
6430064,COUNTRY VILLAGE MOBILE ESTATES,Crawford,Ground water,97,4,4.8,14.7,Private,48,Rural,29,0,29
6430070,FARMA MOBILE HOME PARK,Mercer,Ground water,65,6,9.5,13.5,Private,41,Urban,14,0,14
6430072,HEMLOCK MHP,Mercer,Ground water,52,4,9.5,13.5,Private,20,Urban,16,0,16
6430073,GREYSTONE COUNTRY ESTATES,Mercer,Ground water,55,3,9.5,13.5,State government,4,Urban,12,0,12
6430075,REYNOLDS HOME CENTER MHP,Mercer,Surface water purchased,90,2,9.5,13.5,Private,43,Urban,5,3,8
6430077,SOUTH PYMATUNING,Mercer,Surface water purchased,788,3,9.5,13.5,Local government,322,Urban,2,0,2
6430079,LIBERTY TOWNSHIP,Mercer,Ground water purchased,50,2,9.5,13.5,Local government,31,Urban,0,0,0
6430999,LEESBURG WATER ASSOCIATION,Mercer,Ground water,150,4,9.5,13.5,Private,70,Urban,5,0,5
6530001,NORTHERN TIER CHILDRENS HOME,Potter,Ground water,45,3,3.1,15,Public/Private,3,Rural,412,0,412
6530005,AUSTIN BOROUGH,Potter,Groundwater under influence of surface water,700,14,3.1,15,Local government,261,Rural,43,0,43
6530006,ULYSSES MUNICIPAL AUTHORITY,Potter,Ground water,640,8,3.1,15,Local government,222,Rural,568,7,575
6530007,ROULETTE TWP WATER AUTHORITY,Potter,Ground water,1300,10,3.1,15,Private,451,Rural,197,0,197
6530009,COUDERSPORT BORO WATER SYSTEM,Potter,Ground water,3400,11,3.1,15,Local government,1037,Rural,36,0,36
6530010,GALETON BORO WATER AUTHORITY,Potter,Surface water,1200,8,3.1,15,Local government,598,Rural,43,0,43
6530013,SHINGLEHOUSE BORO WATER DEPT,Potter,Ground water,1250,8,3.1,15,Local government,547,Rural,48,0,48
6530015,CHARLES COLE MEMORIAL HOSPITAL,Potter,Ground water,60,5,3.1,15,Private,4,Rural,250,1,251
6610002,SUGAR CREEK STATION,Venango,Ground water,356,5,3.9,15.4,Public/Private,2,Rural,12,0,12
6610004,PINE VALLEY TRAILER PARK,Venango,Ground water,21,3,3.9,15.4,Private,19,Rural,20,1,21
6610009,BUCHOLZ MOBILE HOME PARK,Venango,Ground water,50,5,3.9,15.4,Private,23,Rural,11,0,11
6610010,POLK CENTER,Venango,Surface water,1058,7,3.9,15.4,State government,48,Rural,11,0,11
6610011,PLUMER WATER COMPANY,Venango,Ground water purchased,205,3,3.9,15.4,Private,59,Rural,0,0,0
6610014,VENANGO WATER CO,Venango,Ground water,550,15,3.9,15.4,Private,225,Rural,0,0,0
6610016,CLINTONVILLE BORO WTP,Venango,Ground water,695,4,3.9,15.4,Local government,197,Rural,13,4,17
6610017,COOPERSTOWN WATER COMPANY,Venango,Ground water,360,7,3.9,15.4,Private,128,Rural,0,0,0
6610019,AQUA PA EMLENTON,Venango,Surface water,915,3,3.9,15.4,Private,413,Rural,0,0,0
6610020,GENERAL AUTHORITY OF FRANKLIN,Venango,Ground water,8600,14,3.9,15.4,Local government,4328,Rural,4,2,6
6610023,OIL CITY,Venango,Ground water,12653,25,3.9,15.4,Local government,4451,Rural,0,1,1
6610025,PLEASANTVILLE BOROUGH WATER,Venango,Ground water purchased,892,3,3.9,15.4,Local government,588,Rural,2,0,2
6610028,ROUSEVILLE MUN WATERWORKS,Venango,Ground water,523,6,3.9,15.4,Local government,227,Rural,125,0,125
6610029,SUGARCREEK WATER CO,Venango,Ground water,205,3,3.9,15.4,Private,75,Rural,1,1,2
6610031,SENECA & CRANBERRY MALL DIST,Venango,Ground water,4400,9,3.9,15.4,Local government,1530,Rural,1,0,1
6610032,ROCKY RIDGE VILLAGE,Venango,Ground water,150,4,3.9,15.4,Private,60,Rural,18,0,18
6610033,D AND S ESTATES,Venango,Ground water,61,4,3.9,15.4,Private,40,Rural,8,1,9
6610035,CORNPLANTER TOWNSHIP,Venango,Ground water purchased,1835,7,3.9,15.4,Local government,747,Rural,1,0,1
6610036,BARKEYVILLE MUN AUTHORITY,Venango,Ground water,1600,5,3.9,15.4,Local government,99,Rural,13,0,13
6610038,COUNTRY ESTATES MHP,Venango,Ground water,90,4,3.9,15.4,Private,58,Rural,18,0,18
6610039,SAGE RUN DIST,Venango,Ground water purchased,196,2,3.9,15.4,Local government,80,Rural,0,0,0
6610040,WOODLAND HEIGHTS DIST,Venango,Ground water purchased,460,2,3.9,15.4,Local government,179,Rural,0,0,0
6610042,SANDYCREEK TWP WATERWORKS,Venango,Ground water purchased,2417,3,3.9,15.4,Local government,697,Rural,4,0,4
6610045,COUNTRY ACRES PERSONAL CARE,Venango,Ground water,38,5,3.9,15.4,Private,1,Rural,31,0,31
6610859,KENNERDELL NORTH WATER SYSTEM,Venango,Ground water,412,3,3.9,15.4,Private,134,Rural,2,0,2
6620005,VALLEY VIEW VILLAGE MHP,Warren,Ground water,75,6,2.8,12.2,Private,34,Rural,89,0,89
6620007,WEST SHEFFIELD WATER ASSN,Warren,Ground water,225,5,2.8,12.2,Private,85,Rural,5,2,7
6620019,WILDERNESS MHP,Warren,Ground water,200,5,2.8,12.2,Private,87,Rural,37,4,41
6620020,PA AMERICAN WATER CO WARREN,Warren,Ground water,14650,10,2.8,12.2,Private,5500,Rural,0,1,1
6620021,AQUA PA CLARENDON,Warren,Ground water,840,6,2.8,12.2,Private,350,Rural,0,0,0
6620028,NORTH WARREN MUNI AUTHORITY,Warren,Ground water,1626,5,2.8,12.2,Local government,745,Rural,4,0,4
6620029,PINE GROVE TWP WATER SYSTEM,Warren,Ground water,640,7,2.8,12.2,Local government,208,Rural,8,1,9
6620031,SHEFFIELD TWP MUNICIPAL AUTH,Warren,Ground water,1075,5,2.8,12.2,Local government,684,Rural,5,0,5
6620032,SOUTHWEST WARREN CO MUN AUTH,Warren,Surface water,1040,8,2.8,12.2,Local government,436,Rural,5,4,9
6620034,WARREN STATE HOSPITAL,Warren,Ground water,1300,13,2.8,12.2,State government,40,Rural,7,0,7
6620036,RIVERVIEW COMMUNITIES NORTH,Warren,Ground water,15,7,2.8,12.2,Private,15,Rural,3,0,3
6620038,PLEASANT VALLEY MHP,Warren,Ground water,210,7,2.8,12.2,Private,96,Rural,106,0,106
6620039,YOUNGSVILLE MUN WATERWORKS,Warren,Ground water,2007,7,2.8,12.2,Local government,782,Rural,2,0,2
6620043,CHANDLERS VALLEY MHP,Warren,Ground water,37,3,2.8,12.2,Private,20,Rural,66,0,66
6620371,MIRACLE MOUNTAIN RANCH,Warren,Ground water,75,5,2.8,12.2,Private,45,Rural,12,0,12
6620833,RIVERVIEW COMMUNITIES LP SOUTH,Warren,Ground water,100,3,2.8,12.2,Private,55,Rural,9,0,9
7010001,ARENDTSVILLE MUNI WATER SYS,Adams,Ground water,1200,10,10.2,8.9,Local government,326,Rural,5,0,5
7010002,BENDERSVILLE MUNI AUTH,Adams,Ground water,1039,9,10.2,8.9,Local government,239,Rural,6,0,6
7010003,EAST BERLIN AREA JOINT AUTH,Adams,Ground water,1750,16,10.2,8.9,Local government,751,Rural,4,0,4
7010005,FAIRFIELD MUNI AUTH,Adams,Ground water,2150,8,10.2,8.9,Local government,354,Rural,1,0,1
7010006,HILLSIDE REST HOME INC,Adams,Ground water,58,4,10.2,8.9,Private,1,Rural,16,0,16
7010007,THE VILLAGE OF LAUREL RUN,Adams,Ground water,250,4,10.2,8.9,Private,15,Rural,4,0,4
7010011,OAK VILLAGE,Adams,Ground water,225,4,10.2,8.9,Private,72,Rural,0,0,0
7010012,BONNEAUVILLE MUNI WATER AUTH,Adams,Ground water,2730,27,10.2,8.9,Local government,869,Rural,6,0,6
7010014,CASTLE HILL MHP,Adams,Ground water,120,6,10.2,8.9,Private,51,Rural,0,0,0
7010017,ANCHOR ESTATES,Adams,Ground water,300,5,10.2,8.9,Private,115,Rural,2,1,3
7010019,GETTYSBURG MUNI AUTH,Adams,Surface water,12425,27,10.2,8.9,Local government,4312,Rural,44,0,44
7010020,BIGLERVILLE WATER CO,Adams,Ground water,2501,10,10.2,8.9,Local government,535,Rural,0,0,0
7010021,HOFFMAN HOMES FOR YOUTHS INC,Adams,Ground water,270,4,10.2,8.9,Public/Private,20,Rural,0,0,0
7010022,LITTLESTOWN BORO,Adams,Ground water,7300,35,10.2,8.9,Local government,2296,Rural,2,0,2
7010023,NEW OXFORD MANOR MHP,Adams,Ground water,350,10,10.2,8.9,Private,102,Rural,5,6,11
7010025,NEW OXFORD MUNCI AUTH,Adams,Surface water,3963,6,10.2,8.9,Local government,1575,Rural,7,3,10
7010028,PANORAMA MHP,Adams,Ground water,75,4,10.2,8.9,Private,32,Rural,0,0,0
7010029,MOUNTAIN VIEW MHP,Adams,Ground water,180,5,10.2,8.9,Private,67,Rural,0,0,0
7010030,YORK SPRINGS MUNI WATER,Adams,Ground water,1095,7,10.2,8.9,Local government,360,Rural,1,0,1
7010032,FRANKLIN TWP MUNI AUTH,Adams,Ground water,441,6,10.2,8.9,Local government,126,Rural,27,0,27
7010033,CARROLL VALLEY WATER SYSTEM,Adams,Ground water,267,4,10.2,8.9,Private,98,Rural,2,0,2
7010034,POSSUM VALLEY MUNI AUTH,Adams,Groundwater under influence of surface water,550,11,10.2,8.9,Local government,150,Rural,5,0,5
7010035,PA AMER WATER CO LAKE HERITAGE,Adams,Ground water,1648,4,10.2,8.9,Private,821,Rural,0,0,0
7010036,LAKE MEADE MUNI AUTH,Adams,Ground water,3192,7,10.2,8.9,Local government,1101,Rural,2,0,2
7010038,WESTERN CUMBERLAND WATER SYS,Adams,Ground water,275,5,10.2,8.9,Private,185,Rural,0,0,0
7010039,CAVALRY HEIGHTS MHP,Adams,Ground water,80,4,10.2,8.9,Private,45,Rural,2,0,2
7010041,CHESAPEAKE ESTATES MHP,Adams,Ground water,437,10,10.2,8.9,Private,176,Rural,24,0,24
7010044,EASTERN CUMBERLAND WATER SYS,Adams,Ground water,150,4,10.2,8.9,Private,78,Rural,7,1,8
7010046,ROUND TOP MHP,Adams,Ground water,185,6,10.2,8.9,Private,320,Rural,3,1,4
7010048,TIMELESS TOWNS OF AMERICA INC,Adams,Ground water,760,10,10.2,8.9,Private,73,Rural,15,1,16
7010051,JIHRA MEADOWS,Adams,Ground water,79,4,10.2,8.9,Private,1,Rural,23,1,24
7010052,PINE RUN INC,Adams,Ground water,127,4,10.2,8.9,Private,74,Rural,7,0,7
7010053,WALNUT GROVE MHP,Adams,Ground water,425,3,10.2,8.9,Private,164,Rural,3,0,3
7010055,EAGLE VIEW MHP,Adams,Ground water,230,9,10.2,8.9,Private,115,Rural,1,0,1
7010056,ADAMS CNTY FAC CTR,Adams,Ground water,450,4,10.2,8.9,Public/Private,4,Rural,2,2,4
7010057,AQUA PA LINKS AT GETTYSBURG SY,Adams,Ground water,398,4,10.2,8.9,Private,159,Rural,1,0,1
7210001,CREEK VIEW MOBILE HOME COMMUN,Cumberland,Ground water,80,3,12.1,8.8,Private,47,Urban,59,0,59
7210002,CARLISLE WATER TRMT PLT,Cumberland,Surface water,30314,3,12.1,8.8,Local government,6648,Urban,6,0,6
7210003,HARMONY ESTATES MHP,Cumberland,Ground water,80,3,12.1,8.8,Private,30,Urban,38,3,41
7210010,US ARMY GARRISON,Cumberland,Surface water purchased,1700,4,12.1,8.8,Federal government,353,Urban,12,2,14
7210013,ROLLING HILLS ESTATES,Cumberland,Ground water,170,5,12.1,8.8,Private,89,Urban,0,0,0
7210022,HILLSIDE MHP,Cumberland,Ground water,54,3,12.1,8.8,Private,16,Urban,49,0,49
7210027,UNITED WATER PA GRANTHAM,Cumberland,Ground water,4860,4,12.1,8.8,Private,614,Urban,0,0,0
7210028,SUEZ MECHANICSBURG,Cumberland,Surface water,32336,6,12.1,8.8,Private,10255,Urban,0,0,0
7210029,PA AMERICAN WATER CO WEST,Cumberland,Surface water,93368,16,12.1,8.8,Public/Private,35006,Urban,1,0,1
7210034,WILLIAMS GROVE MHP,Cumberland,Ground water,179,3,12.1,8.8,Private,94,Urban,0,0,0
7210037,MT HOLLY SPRINGS BORO AUTH,Cumberland,Ground water,3261,4,12.1,8.8,Local government,1161,Urban,0,1,1
7210039,BIG SPRING TERRACE MHP,Cumberland,Ground water,439,4,12.1,8.8,Private,155,Urban,4,0,4
7210041,NEWVILLE BORO WATER AUTH,Cumberland,Groundwater under influence of surface water,2070,3,12.1,8.8,Local government,897,Urban,1,0,1
7210043,SHIPPENSBURG BORO WATER AUTH,Cumberland,Surface water,17800,17,12.1,8.8,Local government,6188,Urban,15,6,21
7210046,STATE CORRECTIONAL INST,Cumberland,Surface water,3910,7,12.1,8.8,State government,50,Urban,12,0,12
7210048,AQUA PA WHITE ROCK ACRES SYS,Cumberland,Ground water,890,5,12.1,8.8,Private,318,Urban,1,0,1
7210049,N MIDDLETON WATER AUTH,Cumberland,Surface water,9483,11,12.1,8.8,Local government,2921,Urban,4,4,8
7210050,SOUTH MIDDLETON TWP WATER AUTH,Cumberland,Ground water,10068,22,12.1,8.8,Local government,3777,Urban,63,0,63
7210053,SOUTHERN CUMBERLAND WATER ASSN,Cumberland,Ground water,400,5,12.1,8.8,Private,165,Urban,14,0,14
7210054,SUEZ CENTER SQUARE,Cumberland,Ground water,1556,6,12.1,8.8,Private,633,Urban,0,0,0
7210055,DICKINSON TWP  MUNIC  AUTH,Cumberland,Ground water purchased,250,4,12.1,8.8,Local government,14,Urban,1,0,1
7210056,BLUE MOUNTAIN HEIGHTS MHP,Cumberland,Ground water,162,9,12.1,8.8,Private,72,Urban,1,0,1
7210057,REGENCY WOODS MHP,Cumberland,Ground water,450,8,12.1,8.8,Private,155,Urban,5,2,7
7210059,MT VIEW TERRACE MHP,Cumberland,Ground water,179,4,12.1,8.8,Private,68,Urban,1,0,1
7210060,VIEW MOUNTAIN MHP,Cumberland,Ground water,80,5,12.1,8.8,Private,45,Urban,8,0,8
7210061,CONODOGUINET MOBILE EST,Cumberland,Ground water,265,5,12.1,8.8,Private,106,Urban,1,0,1
7210063,MIDDLESEX TWP MUNI AUTH,Cumberland,Ground water,3527,6,12.1,8.8,Local government,1008,Urban,32,0,32
7210065,COUNTRY VIEW EST,Cumberland,Ground water,270,4,12.1,8.8,Private,115,Urban,0,0,0
7210066,SOUTHAMPTON MANOR MHP,Cumberland,Ground water,160,3,12.1,8.8,Private,60,Urban,0,0,0
7210068,HODGES MHP,Cumberland,Ground water,110,10,12.1,8.8,Private,58,Urban,38,2,40
7220001,OAK KNOLL EST MHP,Dauphin,Ground water,350,7,31.6,13.6,Private,126,Urban,12,3,15
7220002,CEDAR MANOR MHP,Dauphin,Ground water,510,13,31.6,13.6,Private,315,Urban,12,10,22
7220003,ELIZABETHVILLE AREA AUTH,Dauphin,Ground water,2700,8,31.6,13.6,Private,887,Urban,27,0,27
7220004,DEANN VILLAGE MHP,Dauphin,Ground water,135,6,31.6,13.6,Private,48,Urban,7,0,7
7220005,GRATZ BORO WATER REVENUE FUND,Dauphin,Ground water,738,5,31.6,13.6,Local government,267,Urban,20,0,20
7220007,ALEX ACRES MHP,Dauphin,Ground water,108,6,31.6,13.6,Private,58,Urban,1,2,3
7220009,HALIFAX VILLAGE,Dauphin,Ground water,272,7,31.6,13.6,Private,100,Urban,66,0,66
7220015,SUEZ WATER,Dauphin,Surface water,105649,22,31.6,13.6,Private,32950,Urban,0,0,0
7220016,SHADY BACK ACRES MHP,Dauphin,Ground water,40,4,31.6,13.6,Private,20,Urban,3,0,3
7220017,PA AMER WATER CO,Dauphin,Surface water,46000,8,31.6,13.6,Private,18083,Urban,0,0,0
7220022,LYKENS BORO AUTH,Dauphin,Surface water,3225,6,31.6,13.6,Local government,1292,Urban,53,1,54
7220024,CRESTVIEW VILLAGE MHP,Dauphin,Ground water,223,3,31.6,13.6,Private,83,Urban,48,0,48
7220025,HI LAND MHP,Dauphin,Ground water,66,4,31.6,13.6,Private,30,Urban,7,0,7
7220029,PINE MANOR MHP,Dauphin,Ground water,302,4,31.6,13.6,Private,120,Urban,1,0,1
7220034,MILLERSBURG WATER AUTH,Dauphin,Surface water,4248,26,31.6,13.6,Local government,1994,Urban,0,0,0
7220036,STEELTON BORO WATER AUTH,Dauphin,Surface water,6300,3,31.6,13.6,Local government,2402,Urban,12,14,26
7220037,WILLIAMSTOWN BORO AUTH,Dauphin,Surface water,2390,4,31.6,13.6,Local government,887,Urban,9,0,9
7220038,SUEZ MIDDLETOWN,Dauphin,Ground water,9254,20,31.6,13.6,Local government,2723,Urban,41,0,41
7220040,HALIFAX AREA WATER & SEWER AUT,Dauphin,Ground water,2278,16,31.6,13.6,Local government,700,Urban,2,2,4
7220045,ROYALTON BORO,Dauphin,Ground water purchased,1083,4,31.6,13.6,Local government,580,Urban,3,1,4
7220046,PILLOW BORO AUTH,Dauphin,Ground water,312,6,31.6,13.6,Local government,131,Urban,8,0,8
