PWS_ID,PWS_Name,County_Name,Ownership,Primary_Source,Population,Number_of_Facilities,Percent_Below_Poverty_Line,Percent_Minority,Percent_AfricanAmerican,Percent_Hispanic,Owner_Type,Service_Connections_Count,Urban_Rural,Violations_Not_HealthBased,Violations_Yes_HealthBased,All_Violations
6250085,HOLLY ACRES MHP,Erie,Mobile Home Park,Ground water,300,3,2.127659574,4.255319149,0,0,Private,141,Urban,12,0,12
6250086,NORTH EAST TWP,Erie,Auth Leases Bk To Mun(Pu),Surface water purchased,2684,2,5.011243174,4.722132991,1.413427562,0.867330549,Local government,1250,Rural,1,1,2
6250087,FAIRVIEW TWP WATER AUTH,Erie,Authority - (Purchases),Surface water purchased,3532,2,3.642449301,4.311872416,0.72848986,1.929513684,Local government,1493,Urban,6,0,6
6250089,RAINBOW VALLEY MHP,Erie,Mobile Home Park,Ground water,450,4,5.803571429,3.125,0.446428571,0.446428571,Private,158,Rural,36,0,36
6250090,SUMMIT TWP WATER AUTH,Erie,Authority,Surface water purchased,12226,10,1.593814108,3.597916995,0.789016885,0.662774183,Local government,2162,Rural,13,0,13
6250092,WASHINGTON TWP,Erie,Municipal,Ground water,765,4,3.480783176,4.786076867,0.072516316,2.828136331,Local government,180,Rural,1,0,1
6250094,WATTSBURG BORO WTP,Erie,Municipal,Ground water,378,4,2.442996743,2.931596091,0.16286645,1.465798046,Local government,165,Rural,42,0,42
6250097,FRELIGHS WHISPERING PINES MHP,Erie,Mobile Home Park,Ground water,32,6,11.11111111,0,0,0,Private,25,Urban,6,0,6
6250804,DAVIS ESTATES,Erie,Mobile Home Park,Ground water,50,3,8.333333333,0,0,0,Private,22,Urban,32,0,32
6270001,TIONESTA BORO WATER SUPPLY,Forest,Municipal,Ground water,610,5,4.728789986,4.311543811,0,2.225312935,Local government,279,Rural,1,0,1
6270002,WEST HICKORY WATER CO,Forest,Private Investor Owned,Ground water,450,5,4.395604396,2.197802198,0,0,Private,190,Rural,0,0,0
6270008,AQUA PA JENKS TWP,Forest,Private Investor Owned,Ground water,4320,8,4.7920434,49.63833635,37.97468354,8.589511754,Private,400,Rural,1,0,1
6330002,BROCKWAY BORO MUNI AUTH,Elk,Auth Leases Back To Mun,Surface water,4384,13,3.978337846,1.687148511,0.853988752,0.374921891,Local government,1770,Rural,71,0,71
6330004,BROOKVILLE MUNI AUTH,Jefferson,Authority,Surface water,6220,6,5.637254902,3.259803922,0.049019608,1.495098039,Local government,2141,Urban,6,0,6
6330007,FALLS CREEK WATER DEPT,Jefferson,Authority,Surface water,1440,5,2.285191956,2.468007313,0.639853748,0.731261426,Local government,609,Rural,48,4,52
6330008,KNOX TWP MUNI AUTH,Jefferson,Authority,Ground water,300,3,2.06185567,3.092783505,1.030927835,1.030927835,Local government,100,Rural,7,0,7
6330010,PA AMER WATER CO PUNXSUTAWNEY DIST,Jefferson,Private Investor Owned,Surface water,8800,7,5.201231581,3.661755003,0.714756983,1.319551353,Private,3613,Rural,1,0,1
6330011,REYNOLDSVILLE MUNI WATER AUTH,Jefferson,Authority,Surface water,2908,12,5.120910384,2.73826458,1.209103841,0.46230441,Local government,1283,Urban,3,0,3
6330012,SUMMERVILLE BORO AUTH,Jefferson,Auth Leases Back To Mun,Ground water,700,9,1.943198804,3.587443946,0.896860987,0.747384155,Local government,235,Rural,5,0,5
6330013,SYKESVILLE AREA SEWER AND WATER AUTH,Jefferson,Authority - (Purchases),Surface water purchased,1500,3,4.140127389,0.530785563,0,0,Local government,591,Rural,18,2,20
6330014,HENDERSON TWP MUNI AUTH,Jefferson,Auth Leases Back To Mun,Ground water,354,4,3.947368421,1.315789474,0,0,Local government,117,Rural,13,0,13
6330840,ELDRED TWP MUNI AUTH,Jefferson,Authority,Ground water,382,4,2.272727273,2.272727273,1.136363636,1.136363636,Local government,152,Rural,11,0,11
6370003,BESSEMER BORO WATER DEPT,Lawrence,Municipal,Ground water,1100,7,3.544575725,1.503759399,0,0.751879699,Local government,498,Rural,3,0,3
6370005,COUNTRYSIDE ESTATES MHP,Lawrence,Mobile Home Park,Ground water,39,4,10,0,0,0,Private,51,Rural,40,0,40
6370011,PA AMER WATER CO ELLWOOD DIST,Lawrence,Private Investor Owned,Surface water,17200,6,4.665764547,3.399188092,0.806495264,0.362652233,Private,5838,Rural,0,0,0
6370014,NEW CASTLE ESTATES,Lawrence,Mobile Home Park,Ground water,80,4,5,0,0,0,Private,32,Rural,61,0,61
6370015,HYLAND MHP LAWRENCE CNTY,Lawrence,Mobile Home Park,Ground water,56,4,5.263157895,5.263157895,0,0,Private,28,Rural,28,0,28
6370016,MAJORS MHP,Lawrence,Mobile Home Park,Ground water,44,6,2.941176471,0,0,0,Private,27,Rural,35,0,35
6370017,NORTH STAR VILLAGE,Lawrence,Mobile Home Park,Ground water,60,5,0,0,0,0,Private,45,Rural,65,0,65
6370019,COUNTRY ROADS MHP,Lawrence,Mobile Home Park,Ground water,60,4,3.571428571,3.571428571,0,0,Private,56,Rural,3,2,5
6370022,GREEN MEADOWS MHP,Lawrence,Mobile Home Park,Ground water,23,3,0,0,0,0,Private,15,Rural,64,1,65
6370025,FREDERICKS MHP,Lawrence,Mobile Home Park,Ground water,75,3,4,4,0,0,Private,41,Rural,72,0,72
6370026,SCOTTVIEW TERRACE MHP,Lawrence,Mobile Home Park,Ground water,50,4,0,0,0,0,Private,17,Rural,14,0,14
6370032,WAMPUM BORO WATER CO,Lawrence,Municipal,Ground water,800,7,4.306220096,3.349282297,0.956937799,1.555023923,Local government,342,Rural,5,0,5
6370034,PA AMER WATER CO NEW CASTLE DIST,Lawrence,Private Investor Owned,Surface water,43640,3,6.546401739,11.96478161,6.591608723,1.586549846,Private,17555,Rural,0,0,0
6370035,NEW WILMINGTON BORO WATER DEPT,Lawrence,Auth Leases Bk To Mun(Pu),Surface water purchased,4500,2,1.8,5.44,2,1.92,Local government,672,Urban,0,0,0
6370041,HERITAGE HILLS MHP,Lawrence,Mobile Home Park,Ground water,220,4,4.761904762,3.174603175,0.793650794,0,Private,125,Rural,29,0,29
6370042,VOLANT WATER CO,Lawrence,Municipal,Ground water,112,4,2.962962963,2.222222222,0,0.740740741,Local government,70,Rural,1,0,1
6370047,WOODMERE ESTATES GARDNER,Lawrence,Mobile Home Park,Ground water,70,3,0,0,0,0,Private,30,Rural,9,1,10
6370048,VILLA MARIA COMMUNITY CENTER,Lawrence,Apartments,Ground water,360,4,5.357142857,2.678571429,0.892857143,0,Private,7,Rural,4,1,5
6370049,EASTBROOK APT,Lawrence,Apartments,Ground water,71,4,0,0,0,0,Public/Private,4,Rural,2,0,2
6370054,AQUA PA MAHONING TWP,Lawrence,Municipal - (Purchases),Surface water purchased,1032,2,6.923625981,3.426124197,0.214132762,2.212705211,Local government,1,Rural,0,0,0
6370910,CEDAR ACRES MHP,Lawrence,Mobile Home Park,Ground water,105,6,2.631578947,2.631578947,0,0,Private,42,Rural,180,0,180
6370958,CARRIAGE COURT PERSONAL CARE,Lawrence,Institutional Health,Ground water,40,3,0,0,0,0,Private,1,Urban,3,0,3
6420006,CLERMONT WATER ASSN,McKean,Association - Co-Op,Ground water,75,3,2.985074627,1.492537313,0,0,Private,50,Rural,34,0,34
6420010,AIKEN WATER CO INC,McKean,Association - Co-Op,Ground water,850,5,3.03030303,12.12121212,5.454545455,4.242424242,Private,210,Rural,64,1,65
6420011,LUDLOW WATER ASSN,McKean,Association - Co-Op,Ground water,76,5,5.681818182,5.681818182,0,2.272727273,Private,37,Rural,24,0,24
6420012,CROSBY WATER ASSN,McKean,Association - Co-Op,Ground water,56,3,4.054054054,2.702702703,1.351351351,0,Private,46,Rural,112,1,113
6420014,BRADFORD CITY WATER AUTH,McKean,Authority,Surface water,18000,6,6.928850966,7.063578623,3.008917688,2.470007057,Local government,6233,Rural,8,2,10
6420016,ELDRED BORO WATER AUTH,McKean,Authority,Ground water,850,7,2.506063056,4.12287793,0.485044462,0.889248181,Local government,410,Rural,6,0,6
6420017,HAZEL HURST WATER ASSN,McKean,Authority,Ground water,140,8,3.448275862,1.149425287,0,0,Private,76,Rural,15,0,15
6420018,AQUA PA MT JEWETT,McKean,Authority,Ground water,940,13,3.571428571,1.636904762,0.148809524,0.148809524,Private,482,Rural,2,0,2
6420019,PA AMER WATER CO KANE DIST,McKean,Private Investor Owned,Surface water,5725,20,4.696071977,4.87162607,0,2.150537634,Private,2300,Rural,0,0,0
6420020,LEWIS RUN BORO WATER CO,McKean,Municipal - (Purchases),Surface water purchased,892,9,4.217926186,23.55008787,14.05975395,7.029876977,Local government,290,Rural,2,0,2
6420021,PORT ALLEGANY WATER SYS,McKean,Authority,Ground water,2591,10,3.510676801,2.497285559,0.398117988,0.506695621,Local government,1030,Rural,8,0,8
6420022,RIXFORD WATERWORKS ASSN,McKean,Association - Co-Op,Ground water,234,3,2.608695652,4.347826087,0.434782609,0.869565217,Private,100,Rural,8,0,8
6420023,SMETHPORT BORO,McKean,Municipal,Ground water,2400,8,4.37272254,2.342529932,0.884955752,0.520562207,Local government,1015,Rural,10,0,10
6420028,SOUTHSIDE NORTHSIDE WATER ASSN,McKean,Association - Co-Op,Ground water,72,4,5,5,0,1.666666667,Private,54,Rural,37,0,37
6430001,SCENIC MHP,Mercer,Mobile Home Park,Ground water,70,3,4.761904762,4.761904762,0,3.174603175,Private,23,Rural,76,0,76
6430003,SUNNYVIEW MHP,Mercer,Mobile Home Park,Ground water,90,5,4.545454545,4.545454545,0,2.272727273,Private,50,Rural,41,0,41
6430010,JEFFERSON ESTATES MHP,Mercer,Mobile Home Park,Ground water,65,4,0,0,0,0,Private,43,Rural,24,0,24
6430014,GLEN LAKE ESTATES,Mercer,Mobile Home Park,Ground water,125,5,3.333333333,10,6.666666667,3.333333333,Private,40,Rural,19,0,19
6430019,RTE 322 MHP,Mercer,Mobile Home Park,Ground water,43,4,0,0,0,0,Private,44,Rural,11,3,14
6430024,ST PAULS HOMES,Mercer,Institutional Health,Ground water,600,9,2.077922078,3.896103896,1.038961039,0.779220779,Public/Private,76,Rural,2,0,2
6430036,FREDONIA BORO MUNI WATER,Mercer,Municipal,Ground water,502,6,4.770318021,4.593639576,0,2.826855124,Local government,290,Rural,13,4,17
6430037,GREENVILLE MUNI WATER AUTH,Mercer,Auth Leases Back To Mun,Surface water,8600,3,7.415175817,3.602714374,1.579272054,0.777297964,Local government,3175,Urban,13,0,13
6430039,GREENVILLE MHP,Mercer,Mobile Home Park,Ground water,150,4,2.857142857,2.857142857,0,2.857142857,Private,73,Rural,135,0,135
6430040,GROVE CITY BORO,Mercer,Municipal,Ground water,8322,8,6.310922269,5.648587853,1.162209448,0.849787553,Local government,2969,Urban,4,0,4
6430041,LIBERTY ACRES MHP,Mercer,Mobile Home Park,Ground water,47,3,0,0,0,0,Private,27,Urban,28,0,28
6430042,GRANDVIEW ACRES MHP,Mercer,Mobile Home Park,Ground water,35,4,0,0,0,0,Private,31,Rural,1,0,1
6430043,JAMESTOWN BORO WATER AUTH,Mercer,Auth Leases Back To Mun,Ground water,690,7,2.149178255,3.792667509,1.137800253,0.884955752,Local government,312,Rural,9,0,9
6430046,PINEGROVE MHP,Mercer,Mobile Home Park,Ground water,247,8,1.369863014,1.369863014,0,0,Private,106,Rural,1,0,1
6430047,WILLOW BEND MHP INC,Mercer,Mobile Home Park,Ground water,21,4,0,0,0,0,Private,27,Rural,21,2,23
6430049,BUHL COMM WATER ASSN,Mercer,Association - Co-Op,Ground water,2227,4,1.742160279,1.742160279,0,0.871080139,Private,81,Rural,15,0,15
6430052,SANDY LAKE MUNI WATERWORKS,Mercer,Municipal,Ground water,1100,10,2.178649237,1.525054466,0.108932462,0.544662309,Local government,350,Rural,0,0,0
6430054,AQUA PA SHENANGO,Mercer,Private Investor Owned,Surface water,48000,3,5.392690898,18.26285035,12.28335149,1.621768842,Private,16178,Urban,2,0,2
6430055,SHARPSVILLE BORO,Mercer,Municipal - (Purchases),Surface water purchased,5310,7,5.063578565,2.997275204,1.952770209,0.817438692,Local government,2022,Urban,0,0,0
6430056,STONEBORO MUNI WATERWORKS,Mercer,Municipal,Ground water,1104,10,2.227432591,1.524032825,0.117233294,0.586166471,Local government,454,Rural,5,0,5
6430057,REYNOLDS WATER CO,Mercer,Private Investor Owned,Surface water,2370,4,4.779015451,4.563420769,0,2.802730866,Private,692,Urban,11,2,13
6430059,AQUA PA LAKE LATONKA,Mercer,Private Investor Owned,Ground water,1400,4,2.380952381,1.082251082,0.216450216,0.216450216,Private,575,Rural,0,1,1
6430061,PINE TWP WATERWORKS,Mercer,Municipal - (Purchases),Ground water purchased,3082,2,5.162622612,10.11874032,5.524006195,2.219927723,Local government,537,Urban,1,0,1
6430062,FORREST BROOKE MHP,Mercer,Mobile Home Park,Ground water,430,4,5.882352941,1.470588235,0,0,Private,277,Rural,7,0,7
6430063,COUNTRY CORNER RV PARK,Mercer,Mobile Home Park,Ground water,50,4,0,0,0,0,Private,123,Rural,42,0,42
6430064,COUNTRY VILLAGE MOBILE ESTATES,Crawford,Mobile Home Park,Ground water,97,4,4.347826087,2.173913043,0,0,Private,48,Rural,29,0,29
6430070,FARMA MHP,Mercer,Mobile Home Park,Ground water,65,6,1.587301587,1.587301587,0,0,Private,41,Rural,14,0,14
6430072,HEMLOCK MHP,Mercer,Mobile Home Park,Ground water,52,4,0,10,10,0,Private,20,Rural,16,0,16
6430073,GREYSTONE COUNTRY ESTATES,Mercer,Institutional Health,Ground water,55,3,6.666666667,6.666666667,0,0,State government,4,Rural,12,0,12
6430075,REYNOLDS MHP,Mercer,Mobile Home Park,Surface water purchased,90,2,4.347826087,4.347826087,0,2.898550725,Private,43,Urban,5,3,8
6430077,SOUTH PYMATUNING TWP,Mercer,Municipal - (Purchases),Surface water purchased,788,3,2.807017544,2.456140351,0,0,Local government,322,Rural,2,0,2
6430079,LIBERTY TOWNSHIP,Mercer,Municipal - (Purchases),Ground water purchased,50,2,4.545454545,4.545454545,2.272727273,0,Local government,31,Rural,0,0,0
6430999,LEESBURG COMMUNITY WATER,Mercer,Association - Co-Op,Ground water,150,4,1.5625,1.5625,0,1.5625,Private,70,Rural,5,0,5
6530001,NORTHERN TIER CHILDRENS HOME,Potter,Institutional Health,Ground water,45,3,0,0,0,0,Public/Private,3,Rural,412,0,412
6530005,AUSTIN BORO WATERWORKS,Potter,Municipal,Groundwater under influence of surface water,700,14,3.25203252,3.577235772,0,2.113821138,Local government,261,Rural,43,0,43
6530006,ULYSSES MUNI AUTH,Potter,Authority,Ground water,640,8,2.676864245,3.250478011,0.764818356,1.338432122,Local government,222,Rural,568,7,575
6530007,ROULETTE TWP WATER AUTH,Potter,Municipal,Ground water,1300,10,3.321678322,3.583916084,0,2.185314685,Private,451,Rural,197,0,197
6530009,COUDERSPORT BORO,Potter,Auth Leases Back To Mun,Ground water,3400,11,3.711870636,4.41014333,0.624770305,1.176038221,Local government,1037,Rural,36,0,36
6530010,GALETON BORO WATER AUTH,Potter,Auth Leases Back To Mun,Surface water,1200,8,3.605015674,1.959247649,0.626959248,0,Local government,598,Rural,43,0,43
6530013,SHINGLEHOUSE BORO WATER DEPT,Potter,Municipal,Ground water,1250,8,3.577817531,1.550387597,0.596302922,0.298151461,Local government,547,Rural,48,0,48
6530015,CHARLES COLE MEMORIAL HOSP,Potter,Institutional Health,Ground water,60,5,4.444444444,4.444444444,0,2.222222222,Private,4,Rural,250,1,251
6610004,PINE VALLEY TRAILER PARK,Venango,Mobile Home Park,Ground water,21,3,0,0,0,0,Private,19,Rural,20,1,21
6610009,BUCHOLZ MHP,Venango,Mobile Home Park,Ground water,50,5,0,0,0,0,Private,23,Rural,11,0,11
6610010,POLK CENTER,Venango,Institutional Health,Surface water,1058,7,2.389705882,4.779411765,1.838235294,1.102941176,State government,48,Rural,11,0,11
6610011,PLUMER WATER CO,Venango,Priv Investr Owned-(Pu),Ground water purchased,205,3,2.272727273,2.272727273,0,0,Private,59,Rural,0,0,0
6610014,VENANGO WATER CO,Venango,Private Investor Owned,Ground water,550,15,4.87804878,3.024390244,0.682926829,0,Private,225,Rural,0,0,0
6610016,CLINTONVILLE BORO W AND S AUTH,Venango,Authority,Ground water,695,4,2.76816609,3.460207612,0.346020761,1.384083045,Local government,197,Rural,13,4,17
6610017,COOPERSTOWN WATER CO,Venango,Private Investor Owned,Ground water,360,7,2.02020202,2.02020202,0.168350168,0.505050505,Private,128,Rural,0,0,0
6610019,AQUA PA EMLENTON,Venango,Private Investor Owned,Surface water,915,3,2.906976744,5.523255814,0,1.453488372,Private,413,Rural,0,0,0
6610020,FRANKLIN CITY GEN AUTH,Venango,Authority,Ground water,8600,14,6.609782478,4.783078957,1.141689701,2.018988102,Local government,4328,Urban,4,2,6
6610023,OIL CITY WATERWORKS,Venango,Municipal,Ground water,12653,25,8.234040492,4.688559527,1.598372566,1.046207498,Local government,4451,Urban,0,1,1
6610025,PLEASANTVILLE MUNI WATERWORKS,Venango,Municipal - (Purchases),Ground water purchased,892,3,2.885525071,2.743614002,0.189214759,0.851466414,Local government,588,Rural,2,0,2
6610028,ROUSEVILLE MUNI WATERWORKS,Venango,Municipal,Ground water,523,6,2.588555858,2.588555858,0.136239782,0.544959128,Local government,227,Rural,125,0,125
6610029,SUGARCREEK WATER CO,Venango,Private Investor Owned,Ground water,205,3,4.672897196,2.803738318,0.934579439,0,Private,75,Rural,1,1,2
6610031,CRANBERRY TWP AUTH SENECA SYS,Venango,Auth Leases Back To Mun,Ground water,4400,9,3.588220737,3.093293739,0,0.544419698,Local government,1530,Rural,1,0,1
6610032,ROCKY RIDGE VILLAGE MHP,Venango,Mobile Home Park,Ground water,150,4,0,5.555555556,0,0,Private,60,Rural,18,0,18
6610033,D AND S ESTATES MHP,Venango,Mobile Home Park,Ground water,61,4,0,0,0,0,Private,40,Rural,8,1,9
6610035,CORNPLANTER TWP,Venango,Municipal - (Purchases),Ground water purchased,1835,7,2.617397998,2.540415704,0.153964588,0.538876059,Local government,747,Urban,1,0,1
6610036,BARKEYVILLE MUNI AUTH,Venango,Authority,Ground water,1600,5,2.578796562,3.438395415,0.286532951,1.432664756,Local government,99,Rural,13,0,13
6610038,COUNTRY ESTATES MHP,Venango,Mobile Home Park,Ground water,90,4,0,0,0,0,Private,58,Rural,18,0,18
6610039,CRANBERRY TWP GEN AUTH SAGE RUN SYS,Venango,Auth Leases Bk To Mun(Pu),Ground water purchased,196,2,3.225806452,1.612903226,0,0,Local government,80,Rural,0,0,0
6610040,CRANBERRY TWP GEN AUTH WOODLAND HEIGHTS SYS,Venango,Auth Leases Bk To Mun(Pu),Ground water purchased,460,2,3.678929766,1.672240803,0,0,Local government,179,Urban,0,0,0
6610042,SANDYCREEK TWP GEN AUTH,Venango,Auth Leases Bk To Mun(Pu),Ground water purchased,2417,3,2.422145329,4.844290657,1.787773933,1.153402537,Local government,697,Rural,4,0,4
6610859,KENNERDELL NORTH WATER SYS,Venango,Association - Co-Op,Ground water,412,3,2.816901408,5.633802817,0,1.408450704,Private,134,Rural,2,0,2
6620005,VALLEY VIEW MHP,Warren,Mobile Home Park,Ground water,75,6,4.255319149,4.255319149,0,0,Private,34,Rural,89,0,89
6620007,WEST SHEFFIELD WATER ASSN,Warren,Association - Co-Op,Ground water,225,5,7.619047619,0.952380952,0,0,Private,85,Rural,5,2,7
6620019,WILDERNESS MHP,Warren,Mobile Home Park,Ground water,200,5,0,0,0,0,Private,87,Rural,37,4,41
6620020,PA AMER WATER CO WARREN DIST,Warren,Private Investor Owned,Ground water,14650,10,4.492512479,3.51686583,0.62017849,1.49750416,Private,5500,Urban,0,1,1
6620021,AQUA PA CLARENDON DIV,Warren,Private Investor Owned,Ground water,840,6,3.475935829,2.540106952,1.069518717,0,Private,350,Rural,0,0,0
6620028,NORTH WARREN MUNI AUTH,Warren,Authority,Ground water,1626,5,2.951388889,4.166666667,0.868055556,0.954861111,Local government,745,Rural,4,0,4
6620029,PINEGROVE TWP WATER CO,Warren,Authority,Ground water,640,7,1.940491591,2.587322122,0.517464424,1.164294955,Local government,208,Urban,8,1,9
6620031,SHEFFIELD TWP MUNI AUTH,Warren,Authority,Ground water,1075,5,7.204803202,0.533689126,0.266844563,0.133422282,Local government,684,Rural,5,0,5
6620032,SOUTHWEST WARREN CNTY MUNI AUTH,Warren,Authority,Surface water,1040,8,3.608247423,1.739690722,0.257731959,0.257731959,Local government,436,Rural,5,4,9
6620034,WARREN STATE HOSPITAL,Warren,Institutional Health,Ground water,1300,13,3.053435115,4.198473282,0.763358779,0.954198473,State government,40,Rural,7,0,7
6620036,RIVERVIEW COMMUNITIES NORTH,Warren,Mobile Home Park,Ground water,15,7,0,0,0,0,Private,15,Urban,3,0,3
6620038,PLEASANT VALLEY MHP,Warren,Mobile Home Park,Ground water,210,7,3.571428571,2.380952381,0,0,Private,96,Urban,106,0,106
6620039,YOUNGSVILLE MUNI WATERWORKS,Warren,Municipal,Ground water,2007,7,3.479236813,2.805836139,0.112233446,0.561167228,Local government,782,Urban,2,0,2
6620371,MIRACLE MOUNTAIN RANCH,Warren,Institutional Recreational,Ground water,75,5,0,0,0,0,Private,45,Rural,12,0,12
6620833,RIVERVIEW COMMUNITIES SOUTH,Warren,Mobile Home Park,Ground water,100,3,2.173913043,4.347826087,0,0,Private,55,Rural,9,0,9
7010001,ARENDTSVILLE WATER SYS,Adams,Auth Leases Back To Mun,Ground water,1200,10,2.697095436,7.676348548,0.10373444,6.639004149,Local government,326,Rural,5,0,5
7010002,BENDERSVILLE WATER CO,Adams,Municipal,Ground water,1039,9,2.870813397,10.84529506,1.594896332,8.133971292,Local government,239,Rural,6,0,6
7010003,EAST BERLIN AREA JOINT AUTH,Adams,Municipal,Ground water,1750,16,1.909959072,7.230559345,1.091405184,4.706684857,Local government,751,Rural,4,0,4
7010005,FAIRFIELD MUNI AUTH WATER SYS,Adams,Authority,Ground water,2150,8,2.429667519,7.289002558,0.895140665,2.046035806,Local government,354,Rural,1,0,1
7010007,PASSAGE VILLAGE OF LAUREL RUN,Adams,Institutional Health,Ground water,250,4,2.777777778,6.944444444,0,6.944444444,Private,15,Rural,4,0,4
7010011,OAK VILLAGE MHP,Adams,Mobile Home Park,Ground water,225,4,7.692307692,15.38461538,0,7.692307692,Private,72,Rural,0,0,0
7010012,BONNEAUVILLE BORO WATER SYS,Adams,Auth Leases Back To Mun,Ground water,2730,27,3.203342618,11.28133705,1.114206128,8.913649025,Local government,869,Urban,6,0,6
7010014,CASTLE HILL MHP,Adams,Mobile Home Park,Ground water,120,6,3.703703704,11.11111111,0,7.407407407,Private,51,Rural,0,0,0
7010017,ANCHOR MOBILE HOME PARK,Adams,Mobile Home Park,Ground water,300,5,3.448275862,17.24137931,0,17.24137931,Private,115,Urban,2,1,3
7010019,GETTYSBURG MUNI AUTH,Adams,Authority,Surface water,12425,27,5.856491083,19.96681875,6.213189548,8.875985068,Local government,4312,Rural,44,0,44
7010020,BIGLERVILLE BORO WATER CO,Adams,Municipal,Ground water,2501,10,3.595206391,16.37816245,0.133155792,15.97869507,Local government,535,Rural,0,0,0
7010021,HOFFMAN HOMES FOR YOUTH,Adams,Institutional Health,Ground water,270,4,2.173913043,6.52173913,1.086956522,2.173913043,Public/Private,20,Rural,0,0,0
7010022,LITTLESTOWN MUNI WATER AUTH,Adams,Auth Leases Back To Mun,Ground water,7300,35,4.246766865,4.421530933,0.751485495,1.468018175,Local government,2296,Urban,2,0,2
7010023,NEW OXFORD MHP,Adams,Mobile Home Park,Ground water,350,10,2.857142857,11.42857143,0.952380952,8.571428571,Private,102,Urban,5,6,11
7010025,NEW OXFORD MUNI AUTH WATER SYS,Adams,Authority,Surface water,3963,6,4.191033138,15.082846,1.730019493,11.06237817,Local government,1575,Urban,7,3,10
7010028,PANORAMA MHP,Adams,Mobile Home Park,Ground water,75,4,7.692307692,15.38461538,0,7.692307692,Private,32,Rural,0,0,0
7010029,MOUNTAINVIEW MHP,Adams,Mobile Home Park,Ground water,180,5,1.470588235,5.882352941,0,4.411764706,Private,67,Rural,0,0,0
7010030,YORK SPRINGS MUNI AUTH,Adams,Auth Leases Back To Mun,Ground water,1095,7,2.476190476,16.38095238,0.571428571,13.71428571,Local government,360,Rural,1,0,1
7010032,FRANKLIN TWP MUNI AUTH WATER SYS,Adams,Authority,Ground water,441,6,2.572347267,7.395498392,0,6.430868167,Local government,126,Rural,27,0,27
7010033,CARROLL VALLEY WATER SYSTEM,Adams,Private Investor Owned,Ground water,267,4,0,8.333333333,0,0,Private,98,Rural,2,0,2
7010034,POSSUM VALLEY MUNI AUTH WATER,Adams,Municipal,Groundwater under influence of surface water,550,11,2.818181818,10.90909091,1.636363636,8.090909091,Local government,150,Rural,5,0,5
7010035,PA AMER WATER CO LAKE HERITAGE DIST,Adams,Private Investor Owned,Ground water,1648,4,2.290076336,8.396946565,1.335877863,4.866412214,Private,821,Urban,0,0,0
7010036,LAKE MEAD MUNI AUTH,Adams,Authority,Ground water,3192,7,1.42612664,5.305191101,0.114090131,4.677695379,Local government,1101,Urban,2,0,2
7010038,WESTERN CUMBERLAND WATER SYSTEM,Adams,Private Investor Owned,Ground water,275,5,4.060913706,14.72081218,5.076142132,5.583756345,Private,185,Rural,0,0,0
7010039,CAVALRY HEIGHTS MHP,Adams,Mobile Home Park,Ground water,80,4,3.921568627,11.76470588,1.960784314,9.803921569,Private,45,Urban,2,0,2
7010041,CHESAPEAKE ESTATES OF NEW OXFORD,Adams,Mobile Home Park,Ground water,437,10,3.225806452,11.29032258,1.075268817,9.139784946,Private,176,Rural,24,0,24
7010044,EASTERN CUMBERLAND WATER SYS,Adams,Private Investor Owned,Ground water,150,4,3.773584906,15.09433962,5.660377358,5.660377358,Private,78,Urban,7,1,8
7010046,ROUND TOP MHP,Adams,Mobile Home Park,Ground water,185,6,4.06504065,4.87804878,1.62601626,2.43902439,Private,320,Rural,3,1,4
7010048,TIMELESS TOWNS OF AMERICAS,Adams,Private Investor Owned,Ground water,760,10,4.081632653,4.761904762,1.360544218,2.721088435,Private,73,Rural,15,1,16
7010051,JIHRA MEADOWS,Adams,Institutional Health,Ground water,79,4,0,0,0,0,Private,1,Urban,23,1,24
7010052,PINE RUN MHP,Adams,Mobile Home Park,Ground water,127,4,2,7.333333333,1.333333333,4.666666667,Private,74,Rural,7,0,7
7010053,WALNUT GROVE MHP,Adams,Mobile Home Park,Ground water,425,3,2.469135802,17.90123457,0.617283951,14.81481481,Private,164,Rural,3,0,3
7010055,EAGLE VIEW MHP,Adams,Mobile Home Park,Ground water,230,9,1.834862385,7.339449541,0.917431193,4.587155963,Private,115,Rural,1,0,1
7010056,ADAMS CNTY FACILITY CTR,Adams,Institutional Correctional,Ground water,450,4,3.529411765,12.94117647,1.176470588,8.235294118,Public/Private,4,Rural,2,2,4
7010057,AQUA PA LINKS SYS,Adams,Private Investor Owned,Ground water,398,4,1.838235294,6.617647059,1.470588235,2.573529412,Private,159,Rural,1,0,1
7210002,CARLISLE BORO MUNI AUTH,Cumberland,Auth Leases Back To Mun,Surface water,30314,3,8.198069752,19.81794253,8.379030489,4.151129634,Local government,6648,Urban,6,0,6
7210003,HARMONY ESTATES MHP,Cumberland,Mobile Home Park,Ground water,80,3,5,5,0,0,Private,30,Rural,38,3,41
7210010,US ARMY GARRISON CARLISLE BARR,Cumberland,Institutional Military,Surface water purchased,1700,4,6.113138686,10.12773723,2.737226277,4.744525547,Federal government,353,Urban,12,2,14
7210013,ROLLING HILLS ESTATES,Cumberland,Mobile Home Park,Ground water,170,5,2.469135802,2.469135802,0,0.617283951,Private,89,Rural,0,0,0
7210022,HILLSIDE MHP,Cumberland,Mobile Home Park,Ground water,54,3,8.333333333,8.333333333,0,0,Private,16,Rural,49,0,49
